报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),62615,40473,18889,53414,39176,23674,10306,37583,28323,41576,21910,29295,21668,19983,
营业收入(万元),62615,40473,18889,53414,39176,23674,10306,37583,28323,41576,21910,29295,21668,19983,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),42450,27064,12845,37240,26887,16519,7494,27678,20521,29510,14791,21340,15578,15224,
营业成本(万元),38185,24590,11654,31979,23446,14264,6440,23457,17718,25140,13032,18152,13790,13995,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),781,465,220,695,346,222,110,351,250,331,183,226,182,117,
销售费用(万元),733,475,243,764,520,318,151,545,382,475,217,374,253,214,
管理费用(万元),2778,1693,833,3793,2560,1725,791,3278,2138,3403,1313,2554,1377,861,
财务费用(万元),-57,-148,-130,-9,7,3,2,41,39,142,-8,-2,-2,-9,
资产减值损失(万元),30,-10,26,19,9,-13,1,6,-6,19,54,36,-21,46,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-80,
投资收益(万元),1106,444,85,1555,1553,99,3,49,32,257,120,59,115,-24,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),21301,13874,6128,17728,13842,7255,2814,9953,7835,12323,7240,8014,6205,4655,
营业外收入(万元),1506,656,214,469,250,198,13,348,132,267,167,44,18,2,
营业外支出(万元),10,10,3,14,14,12,0,92,51,70,70,--,131,1,
非流动资产处置损失(万元),1,0,--,1,1,1,--,2,1,0,--,--,0,0,
利润总额(万元),22797,14520,6339,18183,14078,7440,2827,10209,7916,12520,7336,8058,6092,4656,
所得税费用(万元),3371,2178,929,2569,2028,1050,718,1421,1152,1746,1079,1259,904,653,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),19425,12342,5410,15614,12051,6391,2109,8788,6764,10774,6257,6799,5188,4003,
归属于母公司所有者的净利润(万元),19363,12276,5375,15513,12007,6387,2123,8915,6875,10828,6265,6812,5169,4021,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,15,104,
少数股东损益(万元),62,66,35,101,44,4,-14,-127,-111,-54,-7,-13,18,-18,
基本每股收益,1.45,0.92,0.4,1.55,1.2,0.64,0.21,0.89,0.69,1.08,0.63,0.68,0.52,--,
稀释每股收益,1.45,0.92,0.4,1.55,1.2,0.64,0.21,0.89,0.69,1.08,0.63,0.68,0.52,--,
