报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),40754,25919,10716,45599,34299,23058,10313,47791,34340,24965,10980,52046,45869,39116,26810,
营业收入(万元),40754,25919,10716,45599,34299,23058,10313,47791,34340,24965,10980,52046,45869,39116,26810,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35795,22513,9354,38305,28607,19018,8753,40051,29092,21304,9255,44052,39729,34005,23694,
营业成本(万元),29579,18648,7729,31989,23669,15909,7077,33635,24185,17678,7590,36525,32326,27956,19186,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),299,181,76,324,237,147,80,342,273,193,109,305,225,178,154,
销售费用(万元),1494,993,430,1732,1201,812,311,1584,1194,857,417,1751,1469,1098,770,
管理费用(万元),3693,2393,1142,4811,3620,2207,1084,4162,3216,2111,950,4131,3824,3557,3098,
财务费用(万元),581,223,-13,-647,-82,0,207,-186,-69,171,101,1015,1503,1083,654,
资产减值损失(万元),148,76,-10,98,-37,-58,-6,515,293,294,88,325,382,133,-169,
公允价值变动收益(万元),-124,-57,-48,49,40,40,40,-4,79,79,51,-118,95,-82,37,
投资收益(万元),318,225,114,453,48,3,-6,117,125,125,83,-9,77,103,430,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5154,3574,1427,7797,5780,4083,1595,7853,5452,3865,1860,7867,6313,5134,3584,
营业外收入(万元),91,17,10,297,197,162,157,61,50,14,2,59,52,62,58,
营业外支出(万元),31,18,16,58,37,29,20,50,38,29,12,59,53,43,68,
非流动资产处置损失(万元),21,12,10,29,4,4,--,1,0,0,0,2,15,5,39,
利润总额(万元),5213,3573,1421,8035,5940,4216,1732,7863,5463,3850,1850,7867,6311,5152,3575,
所得税费用(万元),829,559,214,1298,963,715,279,1263,934,657,322,1366,1113,860,643,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4385,3014,1207,6738,4978,3501,1453,6600,4530,3193,1528,6502,5198,4292,2932,
归属于母公司所有者的净利润(万元),4385,3014,1207,6738,4978,3501,1453,6600,4530,3193,1528,6502,5198,4292,2932,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.3,0.26,0.12,0.74,0.56,0.42,0.19,0.88,0.6,0.43,0.2,0.87,0.69,0.57,--,
稀释每股收益,0.3,0.26,0.12,0.74,0.56,0.42,0.19,0.88,0.6,0.43,0.2,0.87,0.69,0.57,--,
