报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),1047230,732502,454250,220962,958348,771451,509716,216815,555843,360403,235554,109292,521879,404867,270208,139880,677836,529393,335677,173335,753517,568680,622125,397961,
营业收入(万元),1047230,732502,454250,220962,958348,771451,509716,216815,555843,360403,235554,109292,521879,404867,270208,139880,677836,529393,335677,173335,753517,568680,622125,397961,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1000349,709157,441909,210533,922968,748354,495936,213155,535709,365080,248234,111260,589005,416420,278211,142402,652556,512667,330749,172572,736885,556613,595771,363237,
营业成本(万元),907597,648760,403569,192170,848856,697669,465519,199391,469731,313660,213928,98423,507650,373658,250050,127362,584981,463109,297641,155933,664610,507435,546596,341168,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4123,3335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5206,2258,1454,784,2149,1591,1010,372,1369,485,152,48,602,472,435,190,804,618,368,101,1162,705,1037,1248,
销售费用(万元),43470,33883,23287,10517,47044,35675,20822,8288,37269,29675,18199,8411,36150,23519,14485,7799,31543,22468,13854,6915,42224,29273,30180,8829,
管理费用(万元),14660,6744,5652,2132,10128,5866,3858,1879,8209,5205,3386,1620,9941,6679,4437,2137,10226,7106,4752,2457,8974,5698,8336,6723,
财务费用(万元),24020,15833,9603,4967,17426,11650,7112,3224,16085,12750,9264,4346,17841,12855,8264,4915,25256,20246,13901,7166,18552,12416,9003,5314,
资产减值损失(万元),1273,-1656,-1656,-38,-2635,-4098,-2385,0,3046,3305,3305,-1587,16820,-762,539,--,-254,-880,233,--,1362,1086,619,-44,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),6235,5553,2196,578,2115,1296,684,290,8900,7533,7533,772,2540,6650,5322,3902,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),1057,1774,1080,462,1238,--,--,--,8900,--,--,--,2533,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),53708,29179,14781,11274,37761,24393,14464,3950,29034,2857,-5147,-1195,-64586,-4902,-2680,1381,25280,16726,4927,763,16632,12067,26354,34724,
营业外收入(万元),0,41,4,3,1,834,67,54,687,497,262,176,3462,1229,738,349,786,469,403,55,1201,291,458,162,
营业外支出(万元),733,2,--,--,100,4,4,4,27,25,--,--,--,--,--,--,20,20,20,20,22,22,14,14,
