报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),1867608,783265,3281378,2330414,1460291,614521,2558157,1770389,1133863,486135,2175368,1657840,1114182,483349,2509492,1850076,1180456,553218,2213787,1600832,1002516,408703,1842057,1358726,910562,440809,2011847,1500237,978377,1470239,932168,918327,
营业收入(万元),1867608,783265,3281378,2330414,1460291,614521,2558157,1770389,1133863,486135,2175368,1657840,1114182,483349,2509492,1850076,1180456,553218,2213787,1600832,1002516,408703,1842057,1358726,910562,440809,2011847,1500237,978377,1470239,932168,918327,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1691984,717629,3060425,2188023,1384629,575394,2427828,1707688,1097399,467759,2166031,1637581,1069755,474172,2502011,1846399,1180297,569727,2211859,1590308,995981,406383,1808161,1333431,898470,428579,1857353,1370321,908666,1331520,895840,908362,
营业成本(万元),1582950,692017,2941459,2103300,1332246,550358,2332640,1635818,1049132,443093,2060503,1552698,1018926,449613,2403193,1767031,1125844,541903,2130834,1525581,954143,384485,1733930,1287311,869022,414877,1798145,1338506,887737,1296480,869185,883833,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3072,1567,8062,4589,2532,1285,6209,2018,1213,67,1309,944,858,554,1663,1209,923,349,1405,920,420,109,1746,1338,428,92,3718,3418,2077,2659,1275,1233,
销售费用(万元),5373,2374,10306,7645,4830,2257,9118,6469,4179,2160,7415,5711,3918,1841,6139,7878,5222,2376,4625,7147,4663,2207,5277,4218,2638,1224,3626,2651,1962,2837,2907,2781,
管理费用(万元),74617,19432,80013,57871,34621,16626,59179,45331,29820,15502,66763,52693,35022,17135,61559,45815,29802,14867,59824,46523,29282,14324,53593,29737,18992,9562,53045,27363,17601,25995,18397,14114,
财务费用(万元),26594,2239,22010,15994,10728,4868,18119,16601,11399,6936,29723,25749,11098,5779,29074,25063,19065,10231,13944,10057,7384,5291,13964,11184,7175,2839,-1684,-1590,-694,3464,3914,6531,
资产减值损失(万元),-621,--,-1426,-1376,-327,--,2563,1451,1656,--,318,-216,-66,-751,383,-597,-559,0,1227,81,88,-32,-348,-356,216,-16,503,-28,-16,85,162,-130,
公允价值变动收益(万元),1850,987,-1910,363,-98,-1609,-617,-326,-334,-212,549,112,-9,2113,415,347,-273,-553,-347,--,289,-5,611,611,607,3,-888,-487,-429,275,2,--,
投资收益(万元),-930,-1252,2321,1862,50,1570,5764,3790,2364,913,-4623,-5165,-6378,-0,2164,522,1302,845,790,662,220,-12,285,244,209,221,-364,-137,-240,1382,718,405,
对联营企业和合营企业的投资收益(万元),475,--,-48,--,--,--,-2,--,--,--,2,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
