报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),124265,544703,377830,220867,103397,429381,288868,167824,77528,345138,236018,126663,54992,283073,211244,121412,56296,281126,206425,119498,54057,222998,162562,88177,36074,177166,130607,75572,31695,188684,139353,74564,182985,130269,118847,
营业收入(万元),124265,544703,377830,220867,103397,429381,288868,167824,77528,345138,236018,126663,54992,283073,211244,121412,56296,281126,206425,119498,54057,222998,162562,88177,36074,177166,130607,75572,31695,188684,139353,74564,182985,130269,118847,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业总成本(万元),124144,505186,352302,209674,103800,399931,272703,160634,75922,321871,221055,124036,55626,269482,202322,119820,57597,269141,196333,112531,52162,215306,157456,86698,37083,174148,126627,73633,33009,173839,128989,72028,167480,120745,109828,
营业成本(万元),78631,347221,241215,140062,65771,270527,182348,103261,49508,221675,149199,78689,35047,189066,144687,81076,37663,190617,142106,78974,35855,174323,130644,70455,29829,147168,108528,62572,26780,152773,113039,61973,147065,104417,98491,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
研发费用(万元),5721,18343,14299,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业税金及附加(万元),648,3081,1713,1018,529,2740,1647,1011,606,2340,1127,605,338,1636,1088,623,265,1547,1207,791,509,1159,887,569,305,887,697,546,360,927,698,451,364,402,146,
销售费用(万元),25868,99638,69962,43696,20898,81340,55393,33995,15954,60013,41922,26402,11169,44550,33322,22141,10884,48958,33727,21987,10357,21029,12935,7451,3481,11192,6963,4455,2535,6986,4116,2630,7054,5823,3622,
管理费用(万元),9432,36793,26515,25205,12154,39192,29013,19334,9258,38152,28465,18279,8559,36129,24687,16142,8906,29068,21000,12518,6542,20707,14616,9373,4372,18327,13685,8528,4607,15370,10972,6796,12278,8376,7725,
财务费用(万元),3658,-1557,-1528,-379,4410,7412,5238,3409,605,-4877,0,-275,531,-2213,-1849,-286,-244,-1094,-1677,-1616,-1112,-2313,-1554,-1065,-935,-3494,-3197,-2436,-1289,-2397,29,38,588,1262,-402,
资产减值损失(万元),186,1667,125,73,38,-1280,-935,-376,-8,4568,341,335,-19,314,387,124,123,44,-29,-123,11,401,-72,-85,31,68,-48,-31,16,180,134,140,131,465,246,
公允价值变动收益(万元),1240,1099,-2118,-1483,843,13,5371,2051,-454,1307,5139,3522,1690,-188,3868,3620,1984,-2870,1018,-1763,-2747,1462,2202,1261,274,-110,-1194,-1823,-265,415,2018,1568,1260,958,-3613,
投资收益(万元),1460,-1783,2208,1288,2492,9428,251,212,1368,4797,-700,-587,-213,6237,997,783,-50,5632,136,81,87,1399,157,-32,-1,18,25,25,12,--,--,--,145,7,0,
