报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),36027,22375,44286,32386,43238,42712,42489,
营业收入(万元),36027,22375,44286,32386,43238,42712,42489,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),31324,19771,38250,27965,38158,38167,38334,
营业成本(万元),27954,17498,33229,24489,33176,33800,34013,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),261,179,326,186,232,224,286,
销售费用(万元),550,406,768,553,711,629,647,
管理费用(万元),2165,1484,3456,2492,3781,2997,2909,
财务费用(万元),169,102,154,102,171,302,248,
资产减值损失(万元),225,102,317,144,87,216,231,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),51,83,-24,--,-14,12,0,
对联营企业和合营企业的投资收益(万元),--,69,-39,--,-44,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),4754,2687,6012,4421,5066,4557,4155,
营业外收入(万元),184,168,270,201,177,257,79,
营业外支出(万元),8,--,62,39,170,61,32,
非流动资产处置损失(万元),--,--,7,--,32,1,1,
利润总额(万元),4929,2855,6219,4584,5073,4753,4202,
所得税费用(万元),917,608,1017,706,764,615,578,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),4012,2247,5202,3878,4309,4138,3624,
归属于母公司所有者的净利润(万元),4017,2253,5221,3892,4327,4138,3624,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),-6,-6,-18,-13,-18,--,--,
基本每股收益,0.33,0.19,0.44,0.32,0.38,0.41,0.36,
稀释每股收益,0.33,0.19,0.44,0.32,0.38,0.41,0.36,
