报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),444706,313445,567803,401854,366825,263669,177614,
营业收入(万元),444706,313445,567803,401854,366825,263669,177614,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),388376,270804,502040,348742,327366,246359,168380,
营业成本(万元),328406,231867,414788,292929,267922,199668,132870,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),2700,2178,3430,2206,1383,992,620,
销售费用(万元),15229,11574,26160,14968,15929,12560,10871,
管理费用(万元),39851,24929,45394,32643,31836,27676,21656,
财务费用(万元),1288,311,6418,3797,6293,1656,583,
资产减值损失(万元),902,-55,5850,2198,4002,3807,1781,
公允价值变动收益(万元),-724,-530,325,191,--,--,--,
投资收益(万元),-1505,-943,-200,62,20,79,11,
对联营企业和合营企业的投资收益(万元),-1391,-810,-1223,-829,-218,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),54100,41167,65889,53365,39478,17389,9245,
营业外收入(万元),1348,1048,1314,1089,1377,1148,1357,
营业外支出(万元),92,66,4,3,88,98,188,
非流动资产处置损失(万元),56,35,4,3,85,98,28,
利润总额(万元),55356,42150,67199,54451,40767,18438,10414,
所得税费用(万元),8461,6380,8166,8135,5011,2074,583,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),46895,35769,59033,46316,35757,16364,9830,
归属于母公司所有者的净利润(万元),46871,35753,59028,46369,35887,16553,10072,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),24,16,5,-53,-131,-188,-241,
基本每股收益,1.04,0.79,1.31,1.03,0.8,--,--,
稀释每股收益,1.04,0.79,1.31,1.03,0.8,--,--,
