报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),12025,7256,2437,18421,11702,7135,2425,16676,10840,4845,
营业收入(万元),12025,7256,2437,18421,11702,7135,2425,16676,10840,4845,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10134,5783,2405,13889,10073,6236,2680,15234,9886,5081,
营业成本(万元),5182,2850,1161,7199,4983,2827,1172,7721,6037,3555,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),43,35,16,206,180,161,47,299,203,105,
销售费用(万元),1537,965,440,2134,1487,982,558,2310,1375,759,
管理费用(万元),3571,2013,896,4417,3484,2300,970,4982,2298,628,
财务费用(万元),-301,-177,-104,-149,-118,-92,-61,-94,-88,-31,
资产减值损失(万元),103,96,-3,81,57,59,-5,17,61,65,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),82,47,4,-8,-36,0,3,--,-0,--,
对联营企业和合营企业的投资收益(万元),--,-1,4,-36,--,-5,-2,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1973,1520,36,4524,1593,899,-253,1442,954,-236,
营业外收入(万元),1061,598,92,1405,813,730,8,232,305,131,
营业外支出(万元),0,0,0,3,3,2,2,17,4,0,
非流动资产处置损失(万元),--,--,--,0,--,0,0,--,3,--,
利润总额(万元),3034,2118,128,5926,2404,1627,-247,1656,1254,-105,
所得税费用(万元),818,557,70,1665,643,544,129,877,358,26,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),2216,1561,57,4261,1761,1083,-376,780,896,-131,
归属于母公司所有者的净利润(万元),2161,1527,78,4054,1710,1094,-396,533,716,-170,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),54,34,-20,207,50,-11,20,247,180,40,
基本每股收益,0.41,0.3,0.02,0.79,0.34,0.21,-0.08,0.11,0.14,-0.03,
稀释每股收益,0.41,0.3,0.02,0.79,0.34,0.21,-0.08,0.11,0.14,-0.03,
