报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),355699,244925,154194,81281,255862,188603,124653,53465,322632,191103,118830,57000,239915,180426,118572,75555,293525,215874,151604,82105,316276,227751,147470,69707,298948,198381,130499,62009,278017,207211,131946,64797,344746,265036,185122,77458,343400,253187,179581,102797,488374,361403,248890,106186,543060,398530,292061,103409,497880,313800,182960,88566,
营业收入(万元),340496,234211,147491,78421,239430,176476,116480,49459,306007,178801,110857,53001,222028,166609,109068,70594,271903,199121,140396,76879,299841,216610,140220,66163,291297,192330,127510,62009,278017,207211,131946,64797,344746,265036,185122,77458,343400,253187,179581,102797,488374,361403,248890,106186,543060,398530,292061,103409,497880,313800,182960,88566,
利息收入(万元),14605,10325,6435,2780,15765,11589,7793,3835,15908,11826,7729,3869,17133,13207,9007,4656,20531,15812,10529,5042,15953,10787,7059,3436,7106,5586,2840,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
手续费及佣金收入(万元),598,390,268,79,667,538,380,172,717,477,243,130,754,610,497,305,1090,940,680,184,483,354,190,109,545,466,149,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
营业总成本(万元),300722,199549,124360,62172,223865,166066,107974,46258,288176,172445,105881,48615,213224,156751,103407,67964,264053,192539,134670,74639,287109,203545,129971,61826,277823,184843,123500,59271,260923,194949,124231,59497,308451,239326,166395,69566,334431,247466,176821,108995,499829,362487,241996,107793,521669,378510,270592,98506,487712,306423,143778,86526,
营业成本(万元),227523,152692,93462,46115,166739,124958,84146,36615,211678,125148,78214,37773,155162,116507,76264,53674,210804,156970,111789,63581,234304,168544,108191,51368,222533,147645,97280,47744,208693,155043,99317,46819,251009,197754,137989,56688,272742,203204,146508,90761,411711,296658,197313,88086,442963,320882,231662,83714,395772,243651,0,68676,
利息支出(万元),1089,727,465,253,852,668,543,258,1254,1103,737,389,1977,1626,1170,584,2218,1679,1070,507,1588,1203,800,400,619,542,357,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
研发费用(万元),656,503,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
营业税金及附加(万元),14710,11378,7783,4957,10520,8589,3173,868,13176,4205,2679,1365,6063,4272,2721,1403,5028,4013,2741,1325,7291,4186,2828,1188,7570,3641,2311,1007,9123,8571,4253,2021,12001,8457,6439,2147,10979,7331,5062,3173,18729,11212,8287,2924,17945,13197,10508,2837,12708,8993,4681,2332,
销售费用(万元),8055,5470,3102,950,6971,5613,3328,1568,20655,15262,7665,1518,6979,4237,2211,1330,6217,5461,3210,1724,7041,5028,3107,1338,6972,6187,5145,1787,7809,5635,3433,1673,8318,6437,3921,1871,7201,5762,3169,1402,9590,8184,5779,1886,7860,6576,4435,1235,8769,5180,1948,883,
管理费用(万元),36671,22780,15042,6092,30700,21124,14272,5619,30388,19554,12879,5656,29316,19132,11833,6096,27317,16899,10939,5187,27035,17921,11396,5453,27968,17450,11449,5557,24862,17660,11764,6029,29116,20040,13174,6399,32979,22839,15893,9994,41887,32965,21720,10788,37074,28813,18630,8976,59680,40562,25821,12083,
财务费用(万元),8043,5285,4162,3180,7059,4904,2578,991,5605,5067,3111,1684,7297,5894,4490,1997,8861,6819,4556,2215,8396,6219,3681,1923,10704,8767,6493,3120,10473,8072,5432,2963,7470,6008,4255,2361,10282,8121,6021,3527,17645,13481,8912,4267,13610,9405,5664,2201,10892,8264,5317,2463,
资产减值损失(万元),3976,714,343,624,1024,210,-66,340,5420,2106,595,230,6430,5083,4718,2880,3608,696,366,101,1452,443,-32,155,1457,611,465,55,-38,-32,31,-8,537,629,618,99,248,209,167,137,267,-12,-14,-158,2217,-363,-307,-455,-110,-227,733,89,
公允价值变动收益(万元),-2671,-2620,-1837,-195,3199,1921,1016,601,-2465,-1186,-1423,-1114,-602,-2476,-209,--,--,--,--,--,--,--,--,--,2331,2329,100,72,-1749,-1433,-495,-189,-581,-16,-5,-13,3,-51,-8,0,-3,-512,-2219,-773,-1,1157,1252,0,--,0,0,--,
投资收益(万元),62985,31509,8489,1563,82234,50668,18154,15739,40386,37620,22345,7067,39731,29830,17639,10333,19942,15262,4508,1635,21084,18162,5714,1323,33476,31132,17371,2888,27201,19820,16881,4635,31729,26133,13164,5249,45997,29563,19282,11412,20972,20516,19076,1559,33388,27227,21105,1237,10290,10060,8628,950,
对联营企业和合营企业的投资收益(万元),2598,2132,1658,694,2409,2179,1730,962,1231,510,974,913,5958,4364,3125,1402,3324,2427,2364,979,3799,2911,2145,788,4898,2838,1957,1146,4062,2545,1382,954,5211,3424,2420,756,4555,3344,2424,884,3269,2499,1811,--,4249,0,0,0,285,0,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,--,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,--,--,0,0,--,
营业利润(万元),125171,81494,41421,23206,121822,75377,36016,23547,72377,55093,33871,14338,65821,51029,32596,17924,49413,38597,21442,9101,50251,42368,23213,9205,56932,46999,24471,5698,42546,30649,24101,9747,67443,51828,31886,13128,54969,35234,22034,5215,9514,18919,23750,-821,54779,48404,43826,6140,20459,17437,9309,2990,
营业外收入(万元),973,537,164,51,1022,4975,3478,720,9224,6225,2849,789,8421,7512,2112,837,16759,14995,11243,3591,15403,10988,6796,2415,15039,10508,8427,4782,19803,15713,9646,2618,10083,8323,2879,982,25417,13534,10400,9500,51140,33726,18913,8856,24327,14563,8410,1694,20934,14373,11479,3927,
营业外支出(万元),1026,364,248,187,817,1527,939,548,2375,1352,959,569,4729,1487,470,186,4606,3133,1242,508,4221,3114,1503,336,8340,2268,1185,435,3953,2480,1677,808,4528,2638,1929,899,4726,2746,1858,1206,5856,2680,1725,270,5456,2906,1565,519,5136,3437,1465,530,
