报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),52742,38517,24806,11269,46966,33428,20809,9194,38918,27976,17947,8289,36906,26710,17540,8590,35308,25719,16471,7652,33861,24910,15937,7471,30326,22014,14573,6896,30309,14116,26637,20522,18010,
营业收入(万元),52742,38517,24806,11269,46966,33428,20809,9194,38918,27976,17947,8289,36906,26710,17540,8590,35308,25719,16471,7652,33861,24910,15937,7471,30326,22014,14573,6896,30309,14116,26637,20522,18010,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48566,34731,22217,10356,44034,30959,19331,8594,36717,26107,16493,7507,33910,24173,16070,7789,32608,23403,14690,6802,30831,22244,14042,6566,27327,19756,12988,6258,26301,12207,23168,17770,16182,
营业成本(万元),37690,27335,17543,8030,34303,24522,15245,6734,28677,20594,13102,6040,26445,18967,12515,6091,25865,18705,11794,5464,23662,17248,11012,5215,20947,15120,10027,4779,20840,9812,18293,14333,12631,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
