报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),435871,175297,818792,612485,403569,191479,535464,345875,218523,105049,418734,322872,218267,84356,430577,294548,192584,74543,331601,243126,159244,74813,316203,236046,146169,76337,324787,239606,158185,163307,95309,94948,
营业收入(万元),435871,175297,818792,612485,403569,191479,535464,345875,218523,105049,418734,322872,218267,84356,430577,294548,192584,74543,331601,243126,159244,74813,316203,236046,146169,76337,324787,239606,158185,163307,95309,94948,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),398875,162104,708391,534171,351875,160271,505759,336148,216762,104531,462528,347097,230651,99879,426145,268967,171201,64199,274409,207081,138796,64880,268523,203012,124565,63576,253719,181467,117505,130523,84037,89278,
营业成本(万元),358223,141560,618212,466040,307351,137204,416179,280753,184393,88908,383057,305849,212366,97395,372233,239356,153466,58115,245416,185465,126178,58871,242680,184616,112916,58951,227531,163993,106786,114734,75100,82735,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2061,790,3068,1855,977,376,1233,378,340,195,679,359,328,160,1420,1068,872,447,1351,987,504,259,1489,1320,464,101,1484,1073,550,236,164,182,
销售费用(万元),9556,3436,22653,16214,10602,4667,20261,14047,8537,3516,16721,11246,6380,2955,11109,7428,4570,1330,7537,5886,3398,1569,7655,5555,3260,1018,5050,3021,1828,2061,1167,1101,
管理费用(万元),25626,13950,50282,34216,21724,14644,43874,29025,15342,8331,37882,22756,12086,4236,22744,16890,10670,4223,21767,16522,10215,5286,18157,12123,7637,3315,16438,11099,6888,11639,6121,2327,
财务费用(万元),2919,2893,13578,15442,10036,2842,15970,11788,8401,4194,20995,16613,9159,5017,8307,4127,1632,205,-2019,-1993,-1623,-868,-1985,-705,130,117,3015,2131,1145,1683,1325,3005,
资产减值损失(万元),491,-525,598,403,1185,538,8241,157,-251,-613,3195,-9726,-9668,-9883,10333,97,-8,-120,358,213,124,-238,527,104,159,74,201,151,308,168,159,-73,
公允价值变动收益(万元),2395,485,-2483,-2636,-1080,-717,1360,1728,1169,535,-500,719,459,76,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-2762,-1116,-4229,134,1007,460,-289,-1679,-1223,-653,679,204,-6,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-90,18,27,-19,8,5,-381,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
