报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业税金及附加(万元),2128,1610,1138,499,1754,1210,836,367,1530,766,496,222,960,730,508,231,855,610,379,146,667,487,310,88,627,425,257,78,780,573,357,179,525,398,241,115,420,265,162,71,615,470,310,144,597,413,240,100,615,387,232,117,
销售费用(万元),10485,7571,4902,2274,8904,6880,4502,2300,8625,6261,4074,1831,8600,6317,4253,1937,10092,7443,4763,2270,9641,7070,4753,2263,10879,8123,5322,2715,12613,8997,5931,2633,11258,8116,5226,2517,8985,6072,3592,1954,12016,9641,6783,3171,12224,8654,5638,2761,11813,8868,5904,3002,
管理费用(万元),13152,8175,5088,2348,11626,7646,4834,2374,10761,7436,4836,2460,13441,10066,7181,3137,11244,8023,5253,2378,12124,9415,6205,3099,11812,8382,5157,2565,10260,6826,4290,2121,9640,6457,4269,1965,7566,5985,4029,1968,10942,6800,4443,1861,8399,6722,5387,2670,9242,5812,3861,2230,
财务费用(万元),-523,-543,-14,424,1029,700,406,158,-148,152,116,103,251,-287,-87,-98,251,199,151,93,-199,-162,-145,-100,-516,-469,-362,-76,-258,-266,-197,-18,-370,-191,-125,-46,-649,-244,-163,-41,-148,209,119,80,275,188,188,126,440,314,228,104,
资产减值损失(万元),1596,1901,1265,1337,801,1082,1026,1232,387,842,565,428,5839,1090,892,649,1107,1240,674,478,-638,-170,726,567,1667,988,1011,799,2740,2069,385,510,797,424,364,526,-398,-529,-299,-257,192,-291,-318,135,349,615,912,0,2618,670,489,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,0,0,0,102,102,102,16,54,1,-3,-2,-23,-21,-25,-6,-12,-17,-12,-1,-26,-23,-6,12,-45,-63,-62,-17,63,44,75,21,-360,-313,-277,-238,247,--,--,0,--,--,--,0,
投资收益(万元),-1026,-720,-478,-275,-353,-207,-82,-152,-2742,-2763,-275,-209,-13365,-670,-424,-238,-668,-513,-336,-252,-4312,-4010,-3530,-1279,-4418,-2276,-1274,-655,-1939,-1355,-767,-389,-865,-484,-292,-150,-35,-226,-147,-70,-370,442,582,290,1514,313,11,0,257,145,0,0,
对联营企业和合营企业的投资收益(万元),-1026,-720,-478,-275,-353,-207,-82,-152,-2742,-2763,-275,-209,-13330,-634,-387,-238,-674,-519,-339,-252,-4317,-4012,-3530,-1279,-4423,-2279,-1274,-655,-1938,-1351,-763,-382,-1184,--,-404,-219,-504,--,--,--,-619,--,--,--,--,--,--,0,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),16088,14178,8684,3011,12203,8856,4562,1785,6587,4068,3746,185,-19312,-2161,-1952,-969,1691,365,-602,-805,-2504,-2576,-2906,-1350,2862,3647,2831,574,11296,11177,7218,2186,3868,1991,755,-118,-117,-1118,-1066,-728,6932,7796,6159,2048,7940,6676,4365,3152,9551,8760,5689,2901,
营业外收入(万元),607,15,3,1,161,456,323,231,1041,616,456,183,1562,1143,837,345,3239,497,221,56,3257,1980,1204,521,2497,895,404,198,940,591,401,159,1528,863,345,301,1832,404,30,12,76,9,27,16,12,10,5,5,11,10,9,3,
营业外支出(万元),1551,785,323,17,455,166,91,41,444,149,135,27,641,213,189,14,571,240,207,74,401,340,121,19,367,137,120,37,913,403,377,45,265,180,130,6,302,169,41,6,692,235,227,103,145,107,81,16,367,80,36,19,
非流动资产处置损失(万元),--,--,202,--,--,65,12,7,247,57,53,21,541,177,165,3,307,21,15,4,96,115,1,--,204,43,37,--,654,303,285,--,63,--,--,--,119,--,--,--,298,--,--,--,--,--,--,0,--,--,--,0,
利润总额(万元),15145,13409,8365,2995,11908,9146,4794,1975,7185,4535,4067,341,-18391,-1231,-1303,-638,4359,622,-588,-823,352,-936,-1824,-848,4991,4405,3115,734,11324,11366,7241,2300,5131,2674,970,177,1413,-882,-1077,-722,6316,7570,5958,1961,7808,6579,4289,3141,9195,8690,5662,2885,
所得税费用(万元),2332,2256,1091,457,1876,1133,484,339,1760,1039,606,127,1718,-97,-296,-117,1455,-15,-260,-157,-448,747,458,143,2115,1330,870,273,2517,2615,1549,649,1342,883,239,-83,592,532,393,181,1639,1406,976,212,1268,1599,1084,542,1480,1323,936,480,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),12812,11152,7273,2538,10033,8012,4310,1636,5425,3496,3461,215,-20109,-1134,-1008,-520,2905,637,-328,-665,801,-1684,-2281,-991,2876,3075,2245,461,8807,8751,5692,1650,3790,1791,731,261,821,-1414,-1470,-903,4677,6163,4982,1749,6540,4980,3205,2599,7714,7366,4726,2405,
归属于母公司所有者的净利润(万元),11593,9975,6582,2123,9547,7475,3912,1323,4586,2824,2863,188,-19039,-1031,-1013,-674,2516,623,-403,-707,326,-1966,-2485,-968,2999,2897,1971,408,7858,7667,4755,1274,2887,1445,455,222,830,-1158,-1210,-691,3378,5518,4384,1513,5880,4073,2615,2161,7308,6663,4120,2124,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1219,1177,691,415,485,537,398,313,839,672,598,27,-1070,-103,5,154,388,14,75,41,474,283,204,-22,-123,178,274,54,949,1084,937,377,903,346,276,38,-9,-256,-260,-212,1299,645,599,235,660,907,590,438,406,703,606,281,
基本每股收益,0.4,0.34,0.23,0.07,0.33,0.26,0.13,0.05,0.16,0.1,0.1,0.01,-0.65,-0.04,-0.03,-0.02,0.09,0.02,-0.01,-0.02,0.01,-0.07,-0.09,-0.03,0.1,0.1,0.07,0.01,0.27,0.26,0.16,0.04,0.1,0.05,0.02,0.01,0.03,-0.04,-0.04,-0.02,0.12,0.19,0.15,0.05,0.2,0.14,0.09,0.07,0.25,0.23,0.14,0.07,
稀释每股收益,0.4,0.34,0.23,0.07,0.33,0.26,0.13,0.05,0.16,0.1,0.1,0.01,-0.65,-0.04,-0.03,-0.02,0.09,0.02,-0.01,-0.02,0.01,-0.07,-0.09,-0.03,0.1,0.1,0.07,0.01,0.27,0.26,0.16,0.04,0.1,0.05,0.02,0.01,0.03,-0.04,-0.04,-0.02,0.12,0.19,0.15,0.05,0.2,0.14,0.09,0.07,0.25,0.23,0.14,0.07,
