报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),196421,124869,256480,170940,249697,116676,238835,220598,205172,153142,
营业收入(万元),196421,124869,256480,170940,249697,116676,238835,220598,205172,153142,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),173496,110595,228517,153082,222774,103156,213727,199410,172433,126038,
营业成本(万元),101131,67288,149930,99177,157592,73141,152224,140051,121404,92070,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3293,2218,4034,1864,1987,835,1769,1752,1407,1145,
销售费用(万元),42535,26145,46987,28247,34204,15742,33130,32803,30737,19796,
管理费用(万元),25859,14522,24986,20288,24734,10699,24109,22357,16672,12178,
财务费用(万元),-567,-198,322,319,824,333,658,536,-78,-67,
资产减值损失(万元),1245,621,2256,3186,3433,2405,1837,1911,2292,916,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-124,-114,-1002,93,77,67,-951,-382,-91,-85,
对联营企业和合营企业的投资收益(万元),-124,-114,-1070,93,77,67,-951,-382,-91,-85,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),22801,14160,26961,17951,27000,13587,24158,20806,32648,27019,
营业外收入(万元),1578,1107,2048,1594,2010,656,1726,3211,923,1036,
营业外支出(万元),14,1,89,67,468,355,245,95,33,286,
非流动资产处置损失(万元),1,0,22,--,401,352,236,37,5,-12,
利润总额(万元),24365,15267,28920,19478,28541,13887,25639,23922,33537,27768,
所得税费用(万元),4119,2558,4457,3315,3979,2339,3745,3219,5151,4076,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),20246,12709,24463,16162,24562,11549,21894,20703,28386,23693,
归属于母公司所有者的净利润(万元),20410,12773,24688,16411,24685,11626,22015,20830,28386,23693,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-164,-64,-225,-249,-123,-77,-121,-127,--,-0,
基本每股收益,0.58,0.36,0.7,0.46,0.7,0.33,0.62,0.59,0.8,0.68,
稀释每股收益,0.58,0.36,0.7,0.46,0.7,0.33,0.62,0.59,0.8,0.68,
