报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),1644368,1056282,551250,2020430,1451283,873952,385915,1681500,1991,1964,1539,100487,140062,102740,62109,300764,302564,210754,77481,326838,235516,127397,56835,262227,165912,109373,56523,260098,195316,142081,308151,150238,167748,198109,
营业收入(万元),1572740,1006872,531516,1919073,1384053,833736,369255,1614102,1991,1964,1539,100487,140062,102740,62109,300764,302564,210754,77481,326838,235516,127397,56835,262227,165912,109373,56523,260098,195316,142081,308151,150238,167748,198109,
利息收入(万元),795,715,327,1214,319,104,71,932,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),70833,48695,19407,100142,66911,40112,16589,66466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1485677,967882,511392,1761210,1289579,784046,353987,1376104,21065,18643,8037,643652,217135,138492,67955,468368,299960,206649,76221,316513,227746,122606,56242,257131,161279,106186,55954,238847,175674,127662,283739,134572,144544,165991,
营业成本(万元),1377785,894047,480446,1628509,1199290,727306,326426,1205582,4120,4120,2655,131925,143522,100111,57055,308192,277132,190826,69714,298177,213430,111907,51596,241265,151721,99233,52755,227289,169154,122557,276396,131380,137302,152756,
利息支出(万元),2506,2319,1181,849,413,256,113,768,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),13804,8531,4068,15864,10643,6727,3572,18604,2,2,2,140,60,34,29,116,184,171,90,404,235,170,82,985,906,389,83,516,273,238,318,70,197,255,
销售费用(万元),344,283,196,150,219,23,28,329,153,137,90,1289,865,396,330,3749,1669,1197,979,1645,1274,1335,383,691,1229,1239,296,272,-412,-709,2145,1518,628,3130,
管理费用(万元),35294,23900,9591,49944,25967,15888,7559,59465,5229,3449,1959,10145,6647,4795,2458,9749,6188,4038,2002,7216,5017,3540,1807,6262,4549,2880,1419,6758,4752,3178,5438,2785,5003,5247,
财务费用(万元),56270,36811,16198,66581,52462,33274,15864,88905,11687,11061,3362,41451,25816,17515,8050,25064,13021,8753,3842,7774,7114,4867,2303,7324,2973,2330,1526,3275,1195,1660,-711,-1444,1392,5062,
资产减值损失(万元),-324,1991,-289,-687,585,572,427,2452,-126,-126,-31,458702,40226,15641,33,121498,1766,1664,-405,1296,676,787,72,604,-99,117,-126,737,713,737,153,261,23,-460,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,32,32,32,27,-32,17,--,--,101,101,101,-11,-815,-487,-508,-464,202,-107,368,512,161,--,977,
投资收益(万元),86310,63759,26485,99805,69564,48962,25214,93208,--,--,--,--,--,--,--,--,193,455,405,3719,3069,2412,1118,2071,1680,721,398,661,--,--,--,--,--,357,
对联营企业和合营企业的投资收益(万元),79148,54945,23000,92163,66000,44138,21986,88446,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
汇兑收益(万元),11,3,-8,-12,-9,-5,-1,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-233,1131,--,0,570,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),246268,153158,66552,363522,232003,139492,57140,398617,-19074,-16680,-6498,-543133,-77041,-35720,-5819,-167636,2813,4560,1664,14146,10939,7304,1467,7483,5825,3400,1074,22114,19534,14787,24924,15827,23203,33452,
营业外收入(万元),5183,4407,1550,1136,2396,2118,1532,4725,1679,1679,346,17049,301,206,193,936,1930,677,99,3041,2611,1898,140,2912,1131,1109,26,1088,863,780,1670,287,2465,359,
营业外支出(万元),305,105,302,16492,2087,404,16,126047,86723,86979,1554,18711,3725,2491,5,15001,7,5,2,66,45,6,5,186,71,25,17,66,44,9,61,13,27,174,
非流动资产处置损失(万元),--,--,--,--,1,1,1,4917,1,1,1,669,64,63,--,942,3,1,1,5,3,2,1,20,14,14,12,21,0,0,20,8,9,46,
利润总额(万元),251146,157461,67800,348166,232313,141205,58657,277295,-104119,-101979,-7706,-544795,-80465,-38004,-5631,-181701,4737,5232,1761,17121,13504,9197,1602,10208,6886,4483,1084,23136,20353,15558,26534,16101,25642,33637,
所得税费用(万元),47793,26475,11191,65795,46936,27347,9915,92063,--,--,--,2590,-3801,-1038,36,-734,529,1034,612,4794,3293,2039,686,2001,1239,800,391,4690,4143,3010,4444,1471,4107,4699,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),203353,130986,56609,282371,185377,113858,48741,185232,-104119,-101979,-7706,-547385,-76664,-36966,-5667,-180968,4207,4198,1149,12327,10212,7157,916,8208,5647,3684,693,18446,16210,12548,22090,14630,21535,28938,
归属于母公司所有者的净利润(万元),158303,102793,44507,217967,141493,85903,37384,107756,-104025,-101886,-7682,-545040,-76360,-36605,-5586,-180790,4168,4192,1112,12355,10215,7283,1058,8067,5671,3718,734,18460,16267,12602,22100,14674,21501,28957,
被合并方在合并前实现净利润(万元),--,--,--,20,10,--,--,261606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
少数股东损益(万元),45049,28193,12101,64404,43884,27955,11358,77476,-93,-93,-24,-2345,-304,-361,-81,-178,39,5,38,-28,-3,-125,-142,141,-23,-34,-41,-14,-57,-54,-10,-44,34,-19,
基本每股收益,0.45,0.31,0.14,0.67,0.43,0.26,0.11,0.33,-2.78,-2.72,-0.2,-14.54,-2.04,-0.97,-0.15,-4.82,0.11,0.11,0.05,0.56,0.46,0.33,0.07,0.55,0.39,0.25,0.05,1.51,1.43,1.15,2.01,1.33,1.95,2.63,
稀释每股收益,0.45,0.31,0.14,0.67,0.43,0.26,0.11,0.33,-2.78,-2.72,-0.2,-14.54,-2.04,-0.97,-0.15,-4.82,0.11,0.11,0.05,0.56,0.46,0.33,0.07,0.55,0.39,0.25,0.05,1.51,1.35,1.15,2.01,1.33,1.95,2.63,
