报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),22678,14861,8231,32122,21324,15215,7067,31695,32023,14522,26606,25543,21528,
营业收入(万元),22678,14861,8231,32122,21324,15215,7067,31695,32023,14522,26606,25543,21528,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),17942,11814,6720,24758,16390,11618,5611,25395,26058,11982,22780,22526,20611,
营业成本(万元),11144,7528,4447,15706,10221,6928,3060,14860,15610,7585,14802,14892,13832,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),346,203,100,442,199,157,81,322,302,134,227,193,142,
销售费用(万元),2664,1628,865,3512,2697,2089,1132,4514,4514,1998,3220,3301,2698,
管理费用(万元),3767,2258,1059,4867,2974,2170,1137,4953,4648,1969,3686,3194,2959,
财务费用(万元),-139,-24,15,-6,39,34,29,29,295,179,666,865,839,
资产减值损失(万元),161,221,234,237,259,240,172,719,689,117,179,81,141,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),178,120,57,207,81,83,47,154,357,99,256,214,550,
对联营企业和合营企业的投资收益(万元),178,120,57,207,81,83,47,154,357,99,257,213,405,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5176,3237,1568,7571,5016,3680,1503,6454,6323,2639,4082,3231,1467,
营业外收入(万元),308,307,118,423,270,224,12,463,269,89,257,262,117,
营业外支出(万元),89,15,1,72,36,30,9,101,86,44,84,123,101,
非流动资产处置损失(万元),78,4,0,29,1,0,--,69,32,10,49,75,67,
利润总额(万元),5395,3529,1685,7922,5250,3874,1506,6816,6506,2684,4256,3370,1483,
所得税费用(万元),834,524,267,1105,736,534,360,1046,1121,469,606,440,148,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4562,3005,1418,6817,4514,3340,1145,5771,5385,2215,3650,2930,1335,
归属于母公司所有者的净利润(万元),4562,3005,1418,6817,4514,3340,1145,5771,5385,2215,3650,2930,1335,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.58,0.4,0.22,1.07,0.71,0.52,0.18,0.9,0.84,0.35,0.57,--,--,
稀释每股收益,0.58,0.4,0.22,1.07,0.71,0.52,0.18,0.9,0.84,0.35,0.57,--,--,
