报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),44497,196070,137979,90347,40899,166681,115295,73898,33509,122362,88115,55857,24809,109129,81096,52627,23732,115521,86907,56733,25557,110888,78816,51103,22088,96552,71742,48535,21087,103673,79232,49752,21540,81248,57687,36888,61480,44277,54397,49295,
营业收入(万元),44497,196070,137979,90347,40899,166681,115295,73898,33509,122362,88115,55857,24809,109129,81096,52627,23732,115521,86907,56733,25557,110888,78816,51103,22088,96552,71742,48535,21087,103673,79232,49752,21540,81248,57687,36888,61480,44277,54397,49295,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),40223,173793,122056,81208,38600,150241,102359,66604,30931,108061,78182,50353,22730,96648,72428,47196,21501,100552,75046,49745,22444,96633,68287,44491,19864,87086,64960,44136,19723,92459,69845,43853,19569,73816,51805,33320,55087,39692,50339,46904,
营业成本(万元),31473,144255,103054,68042,31099,125676,85625,55304,25691,90771,65002,41365,18332,81346,61006,39192,17799,86514,65961,43323,19522,84531,60028,39026,17042,76865,57435,38888,17153,82481,62486,39097,17104,64511,45322,29624,49315,35610,45665,41900,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),2859,10133,7244,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),427,1754,1240,836,394,1526,963,629,317,872,482,327,109,557,360,254,79,701,472,289,103,435,309,190,69,388,272,174,27,329,191,104,43,110,57,12,26,14,20,32,
销售费用(万元),2093,7309,4760,3142,1724,6188,4134,2772,1352,4871,3466,2328,1085,4244,3153,2133,1039,4166,3036,2142,912,4075,2770,1840,891,3391,2563,1767,838,3708,2756,1697,902,2482,1584,941,1926,1284,1363,1249,
管理费用(万元),2831,10757,6489,9003,4337,15441,10769,7097,3403,13089,10054,6700,3350,12678,9276,5868,2985,10198,6343,4395,2122,8062,5432,3667,1841,7064,5103,3495,1677,6696,5000,3297,1699,6231,4365,2316,3537,2611,2792,2433,
财务费用(万元),494,-1282,-1378,-56,876,1714,582,338,92,-2056,-1030,-660,-290,-2342,-1450,-405,-472,-1127,-835,-655,-173,-578,-555,-437,-123,-1114,-502,-365,-80,-666,-666,-464,-245,381,487,323,89,28,462,529,
资产减值损失(万元),46,867,647,240,171,-303,286,463,75,514,208,294,144,165,83,154,71,99,69,250,-43,109,303,205,143,492,89,177,108,-90,78,121,67,101,-11,104,193,144,38,760,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),569,4503,3971,2917,1445,4891,4046,2549,1187,1926,872,508,180,1321,988,610,233,3336,2781,2327,340,1348,1046,606,224,1157,879,464,221,1626,1171,776,332,1289,958,592,1176,815,907,1004,
对联营企业和合营企业的投资收益(万元),-81,986,1207,987,440,1816,1351,870,362,1275,872,508,180,1321,988,610,233,1546,1336,881,340,1349,1046,605,224,1141,879,465,221,1626,1171,776,332,1289,958,0,0,789,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业利润(万元),5005,29573,21725,13459,4227,23813,16982,9843,3764,16227,10805,6011,2260,13802,9656,6041,2463,18305,14643,9314,3453,15602,11575,7217,2447,10623,7661,4864,1585,12840,10558,6674,2303,8722,6840,4160,7569,5400,4965,3395,
营业外收入(万元),1,23,9,6,1,16,1501,1265,59,2047,1382,1343,278,2050,1962,1928,23,494,231,121,103,780,568,504,178,1160,466,412,220,228,197,109,108,1108,455,434,166,19,930,169,
营业外支出(万元),21,1183,75,56,2,173,129,100,56,208,91,52,12,202,104,55,34,268,123,88,30,255,110,71,30,256,154,134,68,233,149,130,60,18,17,10,115,67,108,86,
非流动资产处置损失(万元),--,--,--,--,--,--,25,15,1,44,30,30,3,52,23,15,13,74,--,17,--,18,15,14,0,103,83,83,50,82,52,38,6,3,3,0,0,--,0,0,
