报告日期,2017-09-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),1464485,1700094,1292149,253210,1049312,746219,469089,208484,863333,599469,366496,161334,605273,430572,260281,117223,433266,296302,262121,99983,42905,
营业收入(万元),1464485,1700094,1292149,253210,1049312,746219,469089,208484,863333,599469,366496,161334,605273,430572,260281,117223,433266,296302,262121,99983,42905,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1433616,1676130,1266495,257727,1005468,721096,455405,211665,835892,584050,353760,157259,561258,387304,231984,107550,409726,285135,243248,91523,41734,
营业成本(万元),1275180,1472072,1104446,225171,862835,619215,390431,181434,705052,488522,294813,129891,464113,319629,192496,66269,347032,183991,150961,55980,21889,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),4688,5371,4813,879,5471,4304,2878,1172,8001,6358,4700,2111,14984,11940,7199,3091,13099,9068,7821,3172,984,
销售费用(万元),24030,18828,11888,2781,13756,8694,4513,1739,13288,10792,7630,3671,12522,8083,4413,25364,5863,60687,47137,17957,10052,
管理费用(万元),119487,173260,140870,28199,119300,85482,55044,26102,104650,75442,44793,20789,65493,44473,25963,11707,39877,29654,34203,13844,8626,
财务费用(万元),7738,4504,3606,698,3907,3254,2392,1219,4262,2702,1588,798,3747,2799,1875,1119,3454,1736,1181,353,104,
资产减值损失(万元),2493,2096,871,--,199,147,147,--,639,234,235,--,399,380,37,0,400,5,1944,218,80,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5292,6456,2214,124,4037,2423,209,94,392,326,269,143,1088,871,615,294,531,6,79,15,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),36360,30419,27869,-4392,47882,27545,13893,-3087,27834,15745,13005,4218,45103,44139,28913,9967,24071,11167,18951,8474,1171,
营业外收入(万元),12683,19358,17049,1871,17439,10908,7081,3695,9699,5286,3316,830,6232,3138,2280,1032,2345,1641,802,388,41,
营业外支出(万元),2396,2153,2207,315,2560,1995,1322,472,1572,986,548,163,1176,838,437,141,1155,826,852,1051,157,
非流动资产处置损失(万元),308,279,531,--,1693,1408,999,341,585,249,136,72,488,341,119,55,389,316,135,185,143,
利润总额(万元),46647,47624,42711,-2835,62760,36458,19652,135,35960,20045,15773,4884,50159,46439,30756,10859,25260,11982,18901,7811,1055,
所得税费用(万元),10881,9630,8991,-1310,15605,8740,4892,-53,8781,5637,3537,1426,12758,10255,6706,2426,5495,3563,4852,98,237,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),35766,37994,33720,-1525,47155,27718,14760,188,27179,14408,12236,3458,37401,36184,24050,8433,19765,8419,14049,7713,818,
归属于母公司所有者的净利润(万元),35766,37994,33720,-1525,47155,27718,14760,188,27179,14408,12236,3458,37401,36184,24050,8433,19765,8419,14049,7713,818,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.42,0.44,0.39,--,0.55,--,--,--,0.32,--,--,--,0.44,--,--,--,0.52,--,1.59,18.51,--,
稀释每股收益,0.42,0.44,0.39,--,0.55,--,--,--,0.32,--,--,--,0.44,--,--,--,0.52,--,1.59,18.51,--,
