报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),11022,44092,34427,22605,12781,41158,31151,21157,11523,46085,34549,25242,12466,50991,38346,11126,42135,41447,41835,
营业收入(万元),11022,44092,34427,22605,12781,41158,31151,21157,11523,46085,34549,25242,12466,50991,38346,11126,42135,41447,41835,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),10902,42420,31384,20869,11891,37681,27386,18812,10470,40806,30010,22392,11263,44448,32871,10090,37074,35988,36064,
营业成本(万元),8965,34102,26114,17271,9952,31651,23484,16162,8910,35590,26512,19536,9802,38552,28709,8587,31332,30341,30776,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),87,458,294,234,118,349,168,151,151,278,218,150,89,287,226,110,236,238,211,
销售费用(万元),353,1954,1339,976,460,1677,1071,763,353,1551,1100,793,369,1859,1291,365,1518,1561,1549,
管理费用(万元),1209,5367,3363,2255,1194,4620,3188,2165,1092,3931,2796,1961,1063,3537,2511,936,3383,3405,2992,
财务费用(万元),189,358,195,121,49,-657,-504,-457,-99,-798,-613,-131,-113,150,66,-19,576,414,437,
资产减值损失(万元),98,180,78,12,117,41,-21,27,64,253,-3,83,52,63,68,110,30,29,98,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),164,710,233,122,62,404,47,21,21,38,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),381,2611,3276,1858,952,3881,3812,2366,1075,5317,4539,2851,1203,6543,5475,1035,5061,5459,5771,
营业外收入(万元),158,43,77,49,3,176,80,25,11,422,238,143,51,173,102,--,247,137,509,
营业外支出(万元),4,12,13,7,5,5,4,4,0,34,32,32,--,74,74,--,23,9,19,
非流动资产处置损失(万元),--,--,12,6,5,3,3,2,0,16,--,--,--,72,--,--,18,2,--,
利润总额(万元),535,2643,3340,1900,950,4053,3888,2387,1086,5705,4744,2962,1255,6642,5504,1035,5285,5587,6261,
所得税费用(万元),82,273,364,145,121,507,462,233,124,826,632,369,193,939,757,157,690,814,905,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),453,2370,2976,1756,829,3545,3426,2154,961,4879,4112,2593,1061,5703,4747,878,4596,4773,5356,
归属于母公司所有者的净利润(万元),453,2370,2976,1756,829,3545,3426,2154,961,4879,4112,2593,1061,5703,4747,878,4596,4773,5356,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.03,0.18,0.23,0.13,0.06,0.27,0.26,0.24,0.11,0.74,0.62,0.39,0.16,0.86,0.72,0.13,0.7,0.72,0.81,
稀释每股收益,0.03,0.18,0.23,0.13,0.06,0.27,0.26,0.24,0.11,0.74,0.62,0.39,--,0.86,0.72,--,0.7,0.72,0.81,
