报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1070566,620097,259108,605641,404166,190564,84386,256009,202718,134928,58871,178806,133240,84482,40207,218437,188870,129692,70123,221885,148357,111922,61973,146186,62794,20441,8107,39227,29605,14927,9542,81089,60694,40824,19614,11670,6408,3311,1371,18174,13573,9739,4713,20352,16945,10271,4592,20055,15598,10538,4565,
营业收入(万元),1070566,620097,259108,605641,404166,190564,84386,256009,202718,134928,58871,178806,133240,84482,40207,218437,188870,129692,70123,221885,148357,111922,61973,146186,62794,20441,8107,39227,29605,14927,9542,81089,60694,40824,19614,11670,6408,3311,1371,18174,13573,9739,4713,20352,16945,10271,4592,20055,15598,10538,4565,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,0,0,--,
营业总成本(万元),1041209,606730,252562,585213,386925,177160,74279,245848,192611,132857,57087,173097,122969,73788,36048,194713,173850,117172,59568,195598,136941,98471,50150,114333,47015,20908,8757,39819,30689,16195,9943,82670,62540,42535,20635,25272,10929,6359,2877,25088,16350,11612,5644,19984,16749,9803,4462,19912,15505,10428,4502,
营业成本(万元),999800,582068,243177,543233,357348,160276,67327,217587,172981,120166,51160,147884,104179,65683,31027,170321,154190,102773,52704,173264,118540,87357,45219,104485,37595,19229,8009,36755,28288,14715,9284,78075,58311,39685,19434,11836,6027,3153,1596,15173,11353,7914,3838,14979,13577,7610,3361,15562,12711,8686,3795,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,
