报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),21431,110021,114535,75483,60087,390499,248032,154980,44615,203313,91700,56137,18585,55043,36544,25072,13112,48829,32474,24741,10990,28806,20684,14866,7522,48465,37344,27418,12097,40294,33577,24196,
营业收入(万元),21431,110021,114535,75483,60087,390499,248032,154980,44615,203313,91700,56137,18585,55043,36544,25072,13112,48829,32474,24741,10990,28806,20684,14866,7522,48465,37344,27418,12097,40294,33577,24196,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),35619,364398,184515,114743,64216,411498,240485,151956,44602,201845,94902,57328,18931,55925,37356,25380,12923,48220,32832,24725,11543,34235,24298,16599,8351,43988,33928,24659,10896,35803,29283,21133,
营业成本(万元),19990,120722,108965,66947,45344,310282,187150,118180,33132,156310,71553,43929,13968,43515,29371,20521,11096,39056,26022,20041,9015,23559,16595,11605,5803,35340,27582,20369,8809,29379,23867,18109,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1336,19344,12096,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),157,1964,1211,972,492,3360,2397,1690,714,2090,1075,695,238,335,88,52,42,210,154,111,37,223,108,79,48,192,157,137,68,193,162,99,
销售费用(万元),2449,19537,8294,5570,2625,14374,7566,4969,2264,9142,5834,3533,1316,3420,2758,1710,468,2570,1783,1196,552,2616,2004,1334,743,2237,1726,1097,462,1327,1189,547,
管理费用(万元),6216,47178,27608,21654,8219,39541,23370,15437,5238,24272,11945,7205,2797,7672,4756,3018,1338,5048,4127,2782,1502,6564,4705,3155,1439,5402,3723,2395,1268,3669,3234,1970,
财务费用(万元),7165,35412,18987,14122,7485,27337,17533,10586,3613,8631,4410,1829,804,1007,456,157,55,1248,737,521,423,1269,900,433,326,780,716,644,289,1226,919,418,
资产减值损失(万元),-1693,120240,7355,5479,51,16603,2469,1095,-359,1401,85,138,-191,-25,-72,-78,-76,88,9,74,14,4,-14,-8,-7,36,24,17,--,10,-88,-11,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),102,-688,362,-441,5,-2357,-1938,-1569,--,2341,1923,1923,--,-76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),100,-1306,--,--,--,-2529,--,--,--,-292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-13578,-255942,-65774,-36235,-1776,-22224,5609,1454,13,3809,-1279,732,-347,-958,-812,-308,189,609,-357,17,-553,-5428,-3614,-1733,-830,4477,3416,2760,1201,4491,4293,3062,
营业外收入(万元),120,469,193,192,750,6648,5736,4305,384,4411,1469,1181,404,507,477,197,32,651,434,213,193,3484,555,92,78,492,288,161,131,411,169,215,
营业外支出(万元),7151,22535,291,233,114,1036,626,363,160,288,78,52,41,67,41,38,32,74,67,15,12,100,49,10,--,17,10,5,5,20,151,9,
非流动资产处置损失(万元),--,--,--,--,--,--,--,15,--,7,--,--,--,22,--,--,--,9,--,--,--,1,--,--,--,2,2,5,5,13,92,9,
利润总额(万元),-20608,-278008,-65872,-36276,-1140,-16612,10719,5396,237,7932,111,1861,16,-519,-377,-149,189,1185,10,215,-372,-2044,-3108,-1651,-751,4952,3693,2916,1327,4882,4311,3268,
所得税费用(万元),-461,7922,-2919,-2544,-1721,557,2918,1329,-247,286,-542,206,-341,-478,-207,-116,73,134,-98,-63,75,-372,-667,-342,-180,777,646,534,274,717,565,416,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-20147,-285930,-62954,-33732,582,-17169,7801,4068,484,7646,653,1655,357,-40,-170,-32,116,1052,108,277,-447,-1672,-2441,-1308,-572,4174,3047,2382,1053,4165,3746,2852,
归属于母公司所有者的净利润(万元),-18498,-276853,-58746,-30816,2113,-13415,9263,4722,349,9398,523,1289,263,278,317,328,120,1073,116,278,-443,-1635,-2438,-1307,-571,4174,3047,2382,1053,4165,3746,2852,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
