报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),161926,109739,51073,279528,173992,118812,56022,244358,165197,110029,52550,201954,181726,163988,128457,
营业收入(万元),161926,109739,51073,279528,173992,118812,56022,244358,165197,110029,52550,201954,181726,163988,128457,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),150485,102063,46997,256133,149616,101747,45894,209953,133450,85350,40031,171040,152229,136850,119827,
营业成本(万元),119843,81383,37840,207685,118281,80296,35586,164638,101891,65064,30967,129743,113149,102230,88763,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),381,274,117,636,149,146,99,671,443,328,136,1586,4360,2559,1934,
销售费用(万元),11751,7814,3899,19593,11868,7872,3956,16776,12147,7533,3249,13439,10763,11572,9041,
管理费用(万元),17102,11922,4824,24207,16128,11099,4728,24306,15962,10209,4449,22371,20272,18875,17268,
财务费用(万元),889,270,156,2428,2481,1618,886,3150,2292,1531,667,2790,3664,2656,2099,
资产减值损失(万元),519,400,160,1583,710,716,639,412,714,685,562,1111,20,-1042,721,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2541,2350,841,1962,723,310,310,456,120,72,--,87,-31,-10,25,
对联营企业和合营企业的投资收益(万元),--,2350,--,1962,--,--,--,456,--,--,--,87,-32,-17,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14016,10026,4917,25357,25100,17375,10438,34861,31867,24750,12519,31001,29465,27127,8655,
营业外收入(万元),3948,2536,1319,5490,3136,2028,972,3808,2570,1632,865,5314,4896,6855,4364,
营业外支出(万元),333,197,75,804,484,344,178,681,352,173,49,348,446,437,687,
非流动资产处置损失(万元),47,41,16,205,114,109,70,274,108,95,19,115,134,95,--,
利润总额(万元),17630,12364,6161,30043,27753,19059,11232,37989,34084,26209,13335,35967,33916,33545,12332,
所得税费用(万元),-15,-15,1,-2,14,10,21,-10,-15,-16,5,33,18,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),17645,12379,6161,30045,27739,19049,11211,37999,34099,26225,13330,35933,33898,33545,12332,
归属于母公司所有者的净利润(万元),17668,12400,6174,30108,27781,19077,11222,38039,34127,26240,13338,35948,33924,33598,12381,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-23,-21,-14,-63,-42,-28,-11,-40,-28,-15,-8,-15,-26,-53,-50,
基本每股收益,0.11,0.07,0.04,0.2,0.2,0.14,0.08,0.28,0.25,0.19,0.1,0.26,0.25,0.28,0.11,
稀释每股收益,0.11,0.07,0.04,0.2,0.2,0.14,0.08,0.28,0.25,0.19,0.1,0.26,0.25,0.28,0.11,
