报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),132571,82637,37312,166385,128864,89555,41728,180567,140661,92901,179000,156553,115069,100264,
营业收入(万元),132571,82637,37312,166385,128864,89555,41728,180567,140661,92901,179000,156553,115069,100264,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),124990,77886,35091,155925,120737,84128,39117,165900,132132,88674,164531,142932,103770,92400,
营业成本(万元),109111,67140,30472,135707,106569,73079,34194,147303,117348,77704,147134,128249,93252,81324,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),692,365,136,2302,2280,1991,1311,4734,4383,2845,4689,4093,3749,3671,
销售费用(万元),1233,847,409,1488,1074,603,300,1299,903,618,1116,1172,808,486,
管理费用(万元),4530,2810,1399,6087,4286,2836,1488,5535,4032,2746,5674,4945,3685,4801,
财务费用(万元),2123,1327,329,1562,1285,832,434,1449,1032,640,856,548,426,19,
资产减值损失(万元),7301,5397,2347,8780,5242,4787,1391,5582,4434,4122,5062,3924,1850,2099,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),295,158,38,--,--,--,--,--,--,--,--,--,--,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7875,4909,2259,10460,8127,5426,2610,14666,8529,4227,14469,13621,11299,7869,
营业外收入(万元),200,199,20,643,305,305,306,229,179,80,352,89,9,2,
营业外支出(万元),60,33,0,253,0,0,0,404,0,0,15,5,0,5,
非流动资产处置损失(万元),18,18,--,4,--,--,--,0,--,0,0,5,--,1,
利润总额(万元),8015,5076,2278,10850,8432,5731,2916,14492,8708,4307,14806,13705,11308,7866,
所得税费用(万元),1973,1309,613,2757,2216,1424,745,3534,2323,1056,3593,3288,2945,2246,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6042,3767,1666,8093,6216,4306,2171,10958,6385,3251,11213,10417,8363,5620,
归属于母公司所有者的净利润(万元),6042,3767,1666,8093,6216,4306,2171,10958,6385,3251,11213,10417,8363,5620,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.34,0.21,0.09,0.55,0.46,0.32,0.16,0.81,0.47,0.24,0.83,0.77,0.62,--,
稀释每股收益,0.33,0.21,0.09,0.55,0.46,0.32,0.16,0.81,0.47,0.24,0.83,0.77,0.62,--,
