报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),62250,40956,21704,80580,57526,37000,18523,70331,49622,33503,64260,64386,60122,42095,
营业收入(万元),62250,40956,21704,80580,57526,37000,18523,70331,49622,33503,64260,64386,60122,42095,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),55375,36218,19145,71507,50318,32428,16141,62673,44330,29620,55982,55690,52295,36047,
营业成本(万元),44789,29451,15802,56279,40287,25972,12802,49968,35412,23522,44160,44371,40995,29172,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),398,264,165,490,255,138,86,439,295,210,378,394,285,174,
销售费用(万元),2693,1772,867,3658,2433,1566,840,2800,1927,1353,2888,2591,2573,1443,
管理费用(万元),7484,4845,2331,10325,6985,4622,2279,8803,6500,4281,8026,7422,7164,4574,
财务费用(万元),240,143,45,184,147,87,108,267,149,174,395,657,869,701,
资产减值损失(万元),-228,-257,-65,572,212,42,26,397,47,80,135,255,409,-17,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,37,
投资收益(万元),349,175,34,428,237,101,37,181,137,93,18,-59,65,61,
对联营企业和合营企业的投资收益(万元),75,-5,--,428,237,101,--,181,137,93,18,-60,63,78,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7497,5154,2593,9502,7445,4673,2418,7839,5429,3976,8296,8637,7892,6145,
营业外收入(万元),622,593,109,395,240,170,16,661,568,40,684,459,193,202,
营业外支出(万元),46,36,10,66,54,34,22,239,236,228,368,352,45,46,
非流动资产处置损失(万元),40,33,--,43,25,18,--,191,170,166,276,310,16,28,
利润总额(万元),8074,5712,2691,9830,7632,4810,2412,8260,5762,3788,8612,8744,8040,6301,
所得税费用(万元),1279,901,477,1335,1232,780,436,1262,1301,766,1621,1698,1416,1079,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6795,4811,2214,8494,6399,4029,1977,6998,4460,3022,6991,7046,6625,5222,
归属于母公司所有者的净利润(万元),6428,4564,2087,8106,6138,3833,1883,6724,4291,2911,6778,6880,6482,4276,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,512,731,
少数股东损益(万元),366,247,127,389,261,197,94,274,169,111,213,165,142,947,
基本每股收益,0.66,0.48,0.23,1.08,0.82,0.51,0.25,0.9,0.57,0.39,0.9,0.92,0.86,--,
稀释每股收益,0.66,0.48,0.23,1.08,0.82,0.51,0.25,0.9,0.57,0.39,0.9,0.92,0.86,--,
