报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),22988,10753,30286,16838,12658,4388,21908,10307,6662,3435,21427,13770,9783,4342,19226,10697,9031,809,17349,16328,12730,
营业收入(万元),22988,10753,30286,16838,12658,4388,21908,10307,6662,3435,21427,13770,9783,4342,19226,10697,9031,809,17349,16328,12730,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21560,9901,28294,16261,12239,4098,20436,9890,6462,3308,19327,12447,8474,3615,15469,8919,7410,1253,13681,12807,10014,
营业成本(万元),14566,7028,20244,11515,8764,2832,14107,6522,4345,2349,14497,9202,6118,2681,11422,6402,5455,511,10562,10238,7962,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),289,97,591,389,361,140,315,105,61,34,171,86,79,65,170,59,67,1,199,127,102,
销售费用(万元),1549,763,1047,541,316,96,364,238,118,56,404,277,209,137,521,193,149,66,243,285,177,
管理费用(万元),4161,1851,5344,3626,2387,1048,4147,2798,1787,814,3516,2593,1772,773,2983,2048,1436,756,2235,1821,1361,
财务费用(万元),372,194,420,332,231,101,-4,-7,-60,-24,-164,-70,-16,-24,63,45,25,7,99,44,17,
资产减值损失(万元),623,-32,647,-142,180,-119,1507,235,211,78,904,359,311,-15,309,171,278,-87,342,293,394,
公允价值变动收益(万元),-6,-3,2,--,--,--,-65,--,--,--,65,--,--,--,--,--,--,--,--,--,--,
