报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),137586,507981,366090,252905,135642,537960,388438,269282,144739,576104,420024,296808,161191,614154,310019,217914,118293,468585,341001,247613,136771,494787,353261,251498,138765,480339,345767,385342,303029,271938,
营业收入(万元),137586,507981,366090,252905,135642,537960,388438,269282,144739,576104,420024,296808,161191,614154,310019,217914,118293,468585,341001,247613,136771,494787,353261,251498,136083,480339,345767,385342,303029,271938,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2682,--,--,--,--,--,
营业总成本(万元),131448,494634,357082,245143,130428,528850,382109,263911,140447,557808,409337,287773,154907,598328,301109,210097,113542,451395,327314,235460,129353,475427,338323,240159,134033,463588,332302,372224,290388,254986,
营业成本(万元),110698,405965,292865,202630,109372,429682,310620,214981,115470,455024,333216,235944,128701,484789,244750,172516,93929,374277,272164,198315,109523,394946,281195,200660,111916,390318,281620,308884,241338,215636,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
