报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),53471,38578,20462,82561,47299,36133,4728,82035,31948,75634,70504,45801,
营业收入(万元),53471,38578,20462,82561,47299,36133,4728,82035,31948,75634,70504,45801,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),47257,33457,17547,69284,43666,32929,8129,70307,30587,64730,62337,40606,
营业成本(万元),37298,26570,14543,57640,34333,26389,3938,57171,24039,53669,53568,34603,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),296,219,159,251,252,209,122,2199,724,2100,1986,1376,
销售费用(万元),1109,597,286,1488,953,681,374,1301,703,1323,1020,638,
管理费用(万元),5808,3709,1752,5719,4280,3056,1692,5907,3093,5577,4548,3403,
财务费用(万元),1939,1430,800,3143,2435,1446,1103,2613,1116,1211,635,381,
资产减值损失(万元),807,931,5,1043,1413,1148,899,1116,912,850,580,204,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),196,-4,-6,-12,-8,-6,-1,-5,-8,7,-41,--,
对联营企业和合营企业的投资收益(万元),196,-4,--,-11,-8,--,--,-5,-8,11,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6465,5162,2909,13266,3624,3198,-3403,11723,1354,10912,8126,5194,
营业外收入(万元),216,213,145,124,123,110,28,141,36,157,68,65,
营业外支出(万元),125,114,3,125,98,56,50,55,15,68,110,28,
非流动资产处置损失(万元),4,0,--,17,7,2,--,1,1,15,98,12,
利润总额(万元),6557,5262,3050,13265,3649,3252,-3424,11809,1374,11000,8084,5231,
所得税费用(万元),1600,1219,722,2280,590,580,15,1993,329,1757,1678,1041,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4957,4043,2328,10985,3059,2673,-3439,9815,1045,9243,6406,4190,
归属于母公司所有者的净利润(万元),4961,4046,2330,10991,3063,2675,-3438,9821,1048,9243,6395,4206,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-5,-3,-2,-6,-4,-2,-1,-6,-3,-0,11,-15,
基本每股收益,0.31,0.27,0.18,0.85,0.24,0.21,-0.27,0.76,--,0.74,0.53,1.84,
稀释每股收益,0.31,0.27,0.18,0.85,0.24,0.21,-0.27,0.76,--,0.74,0.53,1.84,
