报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),28855,121509,80144,58484,29287,116064,78711,52279,26084,78337,54076,40452,19672,78069,52091,33065,65538,69851,79161,
营业收入(万元),28855,121509,80144,58484,29287,116064,78711,52279,26084,78337,54076,40452,19672,78069,52091,33065,65538,69851,79161,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26013,108620,72844,51964,26636,102597,70268,46043,23025,71924,49855,36572,17624,69630,46940,30071,59573,61282,67182,
营业成本(万元),22084,90850,59855,42483,21812,87772,60964,39638,19940,62132,42888,31411,15109,59428,40014,25355,52688,53847,58720,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),194,1010,621,548,113,860,297,229,107,390,242,185,52,397,217,136,246,289,224,
销售费用(万元),1253,4976,4083,3178,1777,4016,2627,1622,706,2174,1382,944,347,1718,1176,797,698,1391,1787,
管理费用(万元),2302,10058,7732,5142,2604,7230,4555,3113,1413,5648,4112,2745,1329,4674,3347,2351,3916,3833,4125,
财务费用(万元),304,1280,911,572,303,1057,678,400,190,1446,1327,1193,883,2170,1479,866,1888,1914,1931,
资产减值损失(万元),-125,445,-358,42,26,1663,1147,1042,669,135,-96,93,-97,1243,706,566,136,7,397,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),22,225,154,117,79,290,203,97,56,-7,-5,0,17,-50,-22,-4,-65,-215,-99,
对联营企业和合营企业的投资收益(万元),22,205,135,97,60,177,90,59,34,-5,-5,0,17,-50,-22,-4,-73,-227,-99,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3303,14476,7454,6637,2730,13757,8646,6332,3115,6406,4216,3880,2066,8389,5129,2990,5900,8354,11880,
营业外收入(万元),33,474,1471,979,572,1276,853,579,275,2328,1179,578,287,1434,965,646,727,489,1198,
营业外支出(万元),14,146,57,16,12,364,156,155,53,122,19,13,1,21,7,7,70,11,176,
非流动资产处置损失(万元),--,--,2,2,2,359,154,154,53,102,1,1,--,21,7,7,69,--,122,
利润总额(万元),3321,14804,8867,7599,3290,14669,9344,6756,3337,8611,5376,4446,2352,9801,6087,3629,6557,8833,12902,
所得税费用(万元),621,2288,1338,1163,549,2043,1544,1044,613,1300,896,770,354,1435,932,500,1033,1312,1967,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2700,12516,7529,6436,2741,12626,7800,5712,2725,7311,4480,3676,1997,8366,5155,3129,5524,7521,10935,
归属于母公司所有者的净利润(万元),2640,12557,7505,6415,2740,12863,8037,5909,2793,7404,4565,3726,1984,8143,5010,3044,5393,7579,10935,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,136,
少数股东损益(万元),61,-41,24,22,1,-238,-237,-197,-68,-93,-85,-50,13,223,146,85,131,-58,--,
基本每股收益,0.06,0.3,0.18,0.15,0.13,0.62,0.39,0.28,0.13,0.41,0.26,0.24,0.13,0.52,0.32,0.2,0.35,0.49,0.7,
稀释每股收益,0.06,0.29,0.18,0.15,0.13,0.61,0.39,0.28,0.13,0.41,0.26,0.24,0.13,0.52,0.32,0.2,0.35,0.49,0.7,
