报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),16323,69428,47214,28711,13979,66740,48298,29490,14945,56620,40335,26625,12534,50827,36319,23149,10995,44463,32765,38014,27596,
营业收入(万元),16323,69428,47214,28711,13979,66740,48298,29490,14945,56620,40335,26625,12534,50827,36319,23149,10995,44463,32765,38014,27596,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),9536,37377,25535,15694,7707,35651,26386,15394,7504,28408,20845,14205,6118,27025,18324,11710,5601,23733,17698,21868,15984,
营业成本(万元),5068,19412,12758,7477,3600,21053,16070,8569,4482,15777,11337,7776,3404,14577,9664,5985,2947,14121,10733,13930,10857,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),264,1083,777,467,255,855,570,359,183,806,569,378,162,692,498,327,154,584,410,400,197,
销售费用(万元),1968,8704,6626,4259,1927,8107,5732,3940,1644,7326,5578,3632,1511,6843,4690,2874,1150,5104,3625,3845,2165,
管理费用(万元),2349,8276,5709,3817,1983,6303,4631,2934,1269,4455,3376,2207,1122,4836,3289,2308,1372,3763,2679,3611,2584,
财务费用(万元),-108,-679,-518,-508,-60,-1286,-1014,-805,-75,-692,-376,-147,-81,-292,-71,-38,-22,-160,-112,-78,-85,
资产减值损失(万元),-6,581,182,182,--,619,397,397,--,737,360,360,--,369,254,254,--,321,363,160,267,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,15,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
