报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
营业总收入(万元),136921,63797,228647,161782,106590,49650,201593,143873,98549,49867,153224,106958,67373,33213,119405,86063,56253,23076,74661,44831,25618,10179,62618,44179,25857,11640,50589,41308,29366,50866,15394,33539,30556,
营业收入(万元),136921,63797,228647,161782,106590,49650,201593,143873,98549,49867,153224,106958,67373,33213,119405,86063,56253,22961,74661,44624,25506,10179,62618,44179,25857,11640,50589,41308,29366,50866,15394,33539,30556,
利息收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,115,--,157,61,0,--,0,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,50,50,0,--,0,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),123333,56505,211258,146156,93300,41530,177793,124518,83709,41898,136988,95684,58942,29175,109880,77831,50524,20991,74733,43759,25354,10027,59502,41493,23783,10516,47258,37922,26294,44741,12932,27898,26572,
营业成本(万元),102364,47087,172000,120703,78051,34902,146501,103982,70009,35030,109607,76974,47552,24216,88283,62729,40386,16815,58211,35239,20356,7929,50216,35324,20285,9016,40978,33389,23563,40849,11344,25096,24409,
利息支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),954,339,1256,1987,1072,485,2081,1241,834,404,1669,1121,710,224,1019,617,413,161,560,305,158,63,368,255,71,28,148,96,69,44,17,49,9,
销售费用(万元),4641,2160,9537,6046,3684,1515,9943,6319,4323,2124,6611,5017,3081,1762,6798,4537,3154,1438,4427,2546,1453,613,3208,2071,1286,564,2424,1680,1030,1345,641,1066,715,
管理费用(万元),12188,5328,19405,12411,7870,3712,16409,10542,6859,3069,12746,7861,4917,1893,9087,6853,4790,1815,6034,4027,2443,1151,4477,3142,1732,785,2331,1657,941,1643,749,1419,1080,
财务费用(万元),3099,1730,8208,4760,2380,799,1930,2097,1217,869,4948,4346,2767,895,3686,2555,1380,435,2393,1380,934,385,1044,602,281,68,984,878,531,505,143,198,383,
资产减值损失(万元),87,-139,852,249,244,117,929,337,466,403,1407,365,-85,185,1007,540,401,326,3109,262,10,-115,190,100,129,54,392,223,160,355,39,69,-24,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,
投资收益(万元),-232,-34,753,213,455,-32,232,274,0,--,--,463,463,--,--,--,0,0,1014,1014,1014,1014,653,612,612,612,--,--,--,1,1,--,--,
对联营企业和合营企业的投资收益(万元),--,--,423,--,--,--,-67,--,0,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),14407,7836,18982,16787,14481,8088,24032,19628,14840,7968,16236,11736,8894,4038,9525,8232,5729,2086,941,2086,1278,1167,3769,3297,2686,1736,3331,3386,3072,6126,2463,5641,3984,
营业外收入(万元),298,92,2005,734,357,254,1682,683,350,231,1466,1009,863,372,1971,745,361,27,878,680,432,402,607,411,318,255,449,442,126,393,37,346,178,
营业外支出(万元),62,19,743,397,155,26,256,114,101,87,203,114,112,94,538,347,30,8,73,18,12,3,57,34,13,0,29,20,9,68,22,59,19,
非流动资产处置损失(万元),--,--,--,167,39,5,155,73,71,--,98,11,10,--,288,--,4,0,1,0,--,0,--,0,--,--,--,--,--,--,--,57,0,
利润总额(万元),14643,7909,20244,17123,14682,8317,25458,20197,15089,8112,17498,12631,9645,4316,10957,8630,6060,2106,1746,2748,1698,1565,4318,3675,2991,1992,3751,3807,3189,6451,2478,5928,4142,
所得税费用(万元),3017,1421,4034,3137,2369,1293,3688,3081,2483,1328,2648,2161,1671,679,1564,1259,862,276,156,301,173,91,648,564,405,244,438,519,430,825,377,902,616,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11626,6488,16211,13986,12314,7024,21769,17116,12606,6784,14850,10470,7974,3636,9393,7370,5198,1830,1590,2447,1525,1474,3670,3111,2587,1747,3313,3288,2758,5626,2101,5026,3526,
归属于母公司所有者的净利润(万元),9122,5020,13012,12194,11213,6401,19544,15049,11185,6090,13854,9800,7660,3417,8339,6551,4775,1765,2323,2241,1287,1188,3223,2729,2230,1439,3313,3288,2758,5626,2101,5026,3526,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,2546,--,--,--,--,1163,--,--,--,671,--,--,1338,1185,--,--,--,--,--,--,--,--,
少数股东损益(万元),2504,1468,3199,1793,1101,623,2226,2067,1421,694,997,670,314,219,1054,820,422,64,-733,206,238,287,447,382,357,309,--,--,--,--,--,--,--,
基本每股收益,0.16,0.11,0.29,0.27,0.25,0.14,0.47,0.37,0.28,0.15,0.34,0.24,0.19,0.21,0.51,0.4,0.29,0.11,0.14,0.14,0.12,0.11,0.3,0.25,0.21,0.13,0.37,0.3,0.34,0.69,0.26,0.62,0.44,
稀释每股收益,0.16,0.11,0.29,0.27,0.25,0.14,0.47,0.37,0.27,0.15,0.34,0.24,0.19,0.21,0.51,0.4,0.29,0.11,0.14,0.14,0.12,0.11,0.3,0.25,0.21,0.13,0.37,0.3,0.34,0.69,0.26,0.62,0.44,
