报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),62159,241868,171824,110170,50686,177957,127286,81729,37336,150832,113537,76639,32887,155363,116162,73432,30417,132534,95942,60485,26725,98532,70677,43333,22154,78295,37631,53926,32934,33610,
营业收入(万元),62159,241868,171824,110170,50686,177957,127286,81729,37336,150832,113537,76639,32887,155363,116162,73432,30417,132534,95942,60485,26725,98532,70677,43333,22154,78295,37631,53926,32934,33610,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),55166,210355,149563,95158,44105,149718,106861,68576,31985,127464,96246,66792,29235,134851,100849,64092,26612,117129,84911,54004,23780,86710,62369,37902,19418,70157,33618,49150,31018,32254,
营业成本(万元),48450,186075,133324,84651,38786,128805,91339,59092,27132,111418,84924,58599,24953,118375,88982,56794,23465,103405,75369,47675,21079,76346,54749,32979,16965,60855,29551,42786,26783,27974,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),405,1470,1151,799,248,1644,993,566,293,1292,941,605,190,1035,766,482,192,731,537,285,59,544,434,292,123,264,171,300,229,214,
销售费用(万元),1268,5048,3703,2539,1415,4668,3033,1909,953,3852,2501,1753,937,3301,2361,1578,636,2975,2083,1286,601,1946,1508,859,366,1287,667,986,553,650,
管理费用(万元),4306,16667,11138,7478,3378,12797,9395,6300,3168,10202,7428,4991,2332,10565,7533,4849,2218,9102,6323,4292,1841,7424,5242,3233,1576,5601,2584,3585,2749,1790,
财务费用(万元),664,674,-224,-585,157,37,-83,-11,294,-165,-86,605,760,1249,858,160,73,653,431,301,142,272,260,462,271,1955,547,1422,478,1593,
资产减值损失(万元),74,423,470,276,122,1767,2185,720,145,866,538,239,63,326,350,229,27,263,168,165,58,177,176,78,117,194,98,70,227,32,
公允价值变动收益(万元),54,35,4,-59,104,-35,-99,-63,--,10,10,10,10,7,23,-155,-251,-18,47,128,--,-1,3,-64,27,-26,-76,130,-103,--,
投资收益(万元),-0,261,66,144,-31,-1747,-285,-61,33,166,229,199,107,703,374,184,109,334,225,93,2,-3,-16,3,7,209,-10,-28,-229,--,
对联营企业和合营企业的投资收益(万元),--,47,86,120,--,91,-326,-89,33,49,112,82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7343,32588,22443,15202,6655,26458,20040,13029,5384,23545,17530,10057,3769,21222,15710,9369,3663,15721,11302,6703,2947,11818,8294,5370,2769,8321,3927,4878,1584,1357,
营业外收入(万元),14,12,218,182,229,393,573,394,252,628,336,322,229,325,276,199,188,363,255,175,154,282,109,94,73,375,155,175,260,130,
营业外支出(万元),1,326,295,188,107,318,53,8,6,442,102,18,14,99,94,82,78,91,28,11,10,57,47,19,16,22,9,15,18,18,
非流动资产处置损失(万元),--,--,239,164,107,307,43,6,6,405,90,15,12,88,86,82,78,78,--,--,--,14,--,--,--,0,--,1,0,0,
利润总额(万元),7356,32274,22365,15196,6776,26533,20560,13416,5630,23731,17764,10361,3984,21448,15893,9487,3773,15993,11528,6867,3091,12044,8356,5444,2827,8674,4072,5038,1826,1468,
所得税费用(万元),1004,4354,3266,2306,1045,3893,3036,1760,758,3323,2283,1336,557,3047,2417,1446,519,2436,1916,1055,485,1839,1306,778,415,1100,526,721,154,149,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6352,27920,19099,12890,5732,22641,17525,11656,4872,20408,15481,9025,3427,18401,13475,8041,3254,13557,9612,5812,2606,10205,7051,4667,2412,7574,3546,4316,1672,1319,
归属于母公司所有者的净利润(万元),5743,25582,19277,12857,5696,23096,17766,11649,4807,20219,14952,8618,3281,18589,13633,8069,3244,14407,10359,6287,2878,10998,7638,4896,2504,7773,3627,4395,1673,1332,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-224,--,-45,0,-130,
少数股东损益(万元),608,2338,-178,33,36,-455,-241,7,65,189,529,407,146,-188,-158,-28,10,-850,-746,-475,-272,-793,-587,-229,-92,-198,-81,-79,-1,-13,
基本每股收益,0.14,0.64,0.48,0.32,0.14,0.58,0.44,0.29,0.12,0.51,0.37,0.22,0.16,0.93,0.68,0.61,0.24,1.08,0.78,0.47,0.22,0.88,0.62,0.42,0.25,0.78,0.36,0.54,0.25,0.2,
稀释每股收益,0.14,0.64,0.48,0.32,0.14,0.58,0.44,0.29,0.12,0.51,0.37,0.22,0.16,0.93,0.68,0.61,0.24,1.08,0.78,0.47,0.22,0.88,0.62,0.42,0.25,0.78,0.36,0.54,0.25,0.2,
