报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),228196,159704,297230,154368,84769,50584,171988,100134,64351,31332,1773,1268,982,521,5988,3907,2692,1134,7825,6022,4346,2202,8611,3201,1111,280,1735,657,500,104,682,511,375,138,641,404,268,134,843,591,472,230,933,681,456,222,5492,1951,1788,987,
营业收入(万元),228196,159704,297230,154368,84769,50584,171988,100134,64351,31332,1773,1268,982,521,5988,3907,2692,1134,7825,6022,4346,2202,8611,3201,1111,280,1735,657,500,104,682,511,375,138,641,404,268,134,843,591,472,230,933,681,456,222,5492,1951,1788,987,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,0,--,
营业总成本(万元),179658,129334,199599,103410,59657,39598,98531,62464,45958,23454,2157,1365,1012,522,5526,3822,2598,1131,7282,5666,4063,2047,8138,2830,996,271,1797,850,622,167,2998,2116,1437,812,5975,4805,3210,847,4141,3304,2155,1107,5162,3458,2295,1065,9489,4849,3659,1889,
营业成本(万元),167956,123548,171955,88787,50211,35848,86109,53405,39810,20611,1012,642,517,270,4385,3132,2176,930,6384,4844,3493,1801,7100,2115,556,115,942,189,166,19,145,83,56,31,103,75,47,23,581,406,325,153,595,424,286,131,4837,1726,1530,826,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,--,
