报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),89035,281463,198961,122940,57582,233854,173536,115191,54733,279373,216846,147943,70291,261101,194011,130009,63581,243247,176589,116149,56603,214569,156804,103700,49776,202055,145385,95096,45776,159214,115071,73021,33546,109584,75145,46546,22803,104500,78473,50549,22070,80403,55864,60322,49878,39596,
营业收入(万元),89035,281463,198961,122940,57582,233854,173536,115191,54733,279373,216846,147943,70291,261101,194011,130009,63581,243247,176589,116149,56603,214569,156804,103700,49776,202055,145385,95096,45776,159214,115071,73021,33546,109584,75145,46546,22803,104500,78473,50549,22070,80403,55864,60322,49878,39596,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),82681,279692,193755,116247,53754,251584,165877,109247,51441,270288,202926,137055,65037,242148,179676,119512,58743,229486,166623,109114,52983,203724,148807,97909,47171,187792,135019,86988,41297,141555,102342,64773,29407,93820,64277,40045,19556,92905,69479,44680,19417,70197,48446,50917,42695,35079,
营业成本(万元),63958,197882,139305,83238,38755,163757,120309,80445,38020,196054,150984,103315,48893,181154,135227,90594,44923,172636,126695,83326,41208,153000,112842,74577,35876,141794,101657,65237,30595,104216,74244,46901,20756,67179,46276,28654,13775,66408,48897,30848,12565,47648,33175,34849,29866,25614,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),681,2560,1907,1210,523,2324,1374,975,454,1948,1514,1057,429,1680,1341,932,454,1608,1322,880,396,1369,975,670,307,1317,926,591,244,1075,807,511,221,906,625,446,217,871,602,405,161,647,464,412,441,168,
销售费用(万元),7467,29780,19794,12507,5958,25469,16750,11352,5022,30718,22720,14180,7114,26280,19382,12404,6050,24747,17601,11635,5707,22538,16512,10448,4942,19865,14588,9712,4788,18489,14545,9878,4615,13090,8913,5387,2993,12625,9635,6380,3224,10480,7273,8514,7455,5731,
管理费用(万元),7597,29392,21813,13401,6337,27298,20497,12355,5535,29531,20815,12795,5836,25472,17675,11735,5316,23226,15988,9765,4025,19379,13350,8625,4282,18276,13495,8696,4418,14550,10370,5912,2820,10602,7117,4613,2077,10002,7824,5329,2718,9000,6018,5426,3534,2609,
财务费用(万元),3671,9178,6681,4091,1518,1707,2244,1343,1190,2686,2324,2465,1169,4918,3352,2163,1071,5609,4221,2912,1327,5649,4390,3119,1396,4945,3198,1743,669,2732,1968,1171,559,1769,893,601,341,2011,1665,1283,659,1729,1071,996,891,654,
资产减值损失(万元),-693,10899,4255,1801,662,31029,4704,2777,1219,9351,4568,3242,1597,2644,2699,1683,927,1660,797,595,321,1789,739,470,367,1595,1156,1009,583,493,408,400,436,274,452,344,153,988,855,435,91,693,445,719,508,303,
公允价值变动收益(万元),160,--,--,--,--,--,--,--,--,--,--,--,--,--,-15,-15,--,--,--,--,--,--,36,-37,80,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),-16,78,19,-37,-21,-119,9,34,-2,211,213,219,229,-6,19,10,15,372,305,311,-7,-114,-93,-70,-32,-42,-18,--,--,--,--,--,--,--,0,--,--,--,--,--,0,53,53,-43,20,0,
对联营企业和合营企业的投资收益(万元),-16,2,-57,-37,-21,-164,-37,-11,-2,-17,-16,--,--,-6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),7095,3002,6054,6656,3807,-17849,7668,5978,3290,9297,14133,11107,5483,18946,14338,10492,4854,14134,10271,7347,3613,10731,7940,5683,2653,14221,10348,8108,4479,17659,12729,8249,4139,15764,10868,6501,3247,11596,8994,5869,2653,10259,7471,9363,7203,4517,
营业外收入(万元),211,1549,827,891,569,2589,1300,904,458,2365,1502,1016,233,940,733,567,382,835,640,345,181,1461,921,789,328,713,321,279,140,597,509,251,233,423,579,497,23,1306,1293,1056,552,1586,1133,3,49,0,
营业外支出(万元),490,622,541,310,108,1362,424,233,175,447,137,85,49,467,194,183,60,122,93,74,13,356,140,131,10,152,80,64,58,378,258,81,70,143,85,24,16,137,169,132,57,380,348,295,210,329,
非流动资产处置损失(万元),--,--,94,7,5,121,92,70,27,224,34,30,20,61,--,--,--,--,--,20,--,38,--,79,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
利润总额(万元),6817,3929,6339,7236,4269,-16621,8544,6649,3573,11215,15498,12038,5668,19419,14877,10877,5176,14847,10818,7618,3782,11837,8721,6341,2970,14782,10589,8323,4561,17878,12979,8419,4302,16044,11362,6975,3255,12764,10118,6792,3147,11465,8257,9070,7043,4189,
所得税费用(万元),1096,800,1483,1232,715,1023,1537,1247,579,2335,2592,2016,863,2906,2549,1886,860,1949,1752,1223,491,1540,1508,1006,488,2099,1735,1149,725,2462,2311,1479,807,2954,2107,1230,524,2189,2034,1314,565,2919,2824,2942,2273,1392,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),5721,3129,4856,6004,3553,-17644,7008,5402,2994,8880,12906,10023,4805,16513,12328,8991,4316,12898,9067,6395,3291,10296,7213,5335,2482,12683,8854,7175,3836,15416,10668,6940,3494,13090,9255,5745,2730,10575,8084,5478,2582,8546,5433,6128,4770,2797,
归属于母公司所有者的净利润(万元),5485,2219,4120,5580,3458,-18495,6378,5017,2877,8464,12485,9777,4734,16212,12041,8780,4196,12249,8511,5972,2915,9412,6582,4934,2266,11606,8009,6655,3579,14133,9874,6420,3244,12893,9255,5745,2730,10577,8084,5479,2582,8531,5418,6068,4717,2803,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,--,--,
少数股东损益(万元),236,910,736,425,95,850,629,385,117,417,422,246,71,301,286,212,120,649,555,423,376,884,631,401,217,1076,845,520,258,1283,794,519,250,198,-1,-0,-0,-2,-0,-0,-0,15,15,60,53,-6,
基本每股收益,0.06,0.03,0.05,0.06,0.04,-0.21,0.07,0.06,0.03,0.1,0.14,0.11,0.05,0.2,0.15,0.11,0.05,0.16,0.12,0.08,0.04,0.13,0.09,0.07,0.03,0.16,0.11,0.09,0.06,0.26,0.19,0.12,0.06,0.25,0.18,0.11,0.07,0.28,0.22,0.15,0.08,0.25,0.16,0.61,0.47,0.28,
稀释每股收益,0.06,0.03,0.05,0.06,0.04,-0.21,0.07,0.06,0.03,0.1,0.14,0.11,0.05,0.2,0.15,0.11,0.05,0.16,0.12,0.08,0.04,0.13,0.09,0.07,0.03,0.16,0.11,0.09,0.06,0.26,0.19,0.12,0.06,0.25,0.18,0.11,0.07,0.28,0.22,0.15,0.08,0.25,0.16,0.61,0.47,0.28,
