报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),25910,17675,9577,24677,16055,7643,4259,14514,10099,5492,2074,23097,13360,8804,2742,16120,10880,7001,2334,14960,9613,6867,2615,12966,8901,6203,13350,11288,8818,
营业收入(万元),25910,17675,9577,24677,16055,7643,4259,14514,10099,5492,2074,23097,13360,8804,2742,16120,10880,7001,2334,14960,9613,6867,2615,12966,8901,6203,13350,11288,8818,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),30965,20611,10338,30228,17738,9507,5141,54081,33104,8598,3795,19097,11150,7801,2529,10552,7409,4563,1948,8686,5699,3708,1862,5723,3820,2513,5556,4269,4943,
营业成本(万元),9487,6052,3539,9146,5559,3212,1724,6993,4900,2858,1194,10214,6271,3984,1207,5592,4131,2832,1063,5277,3481,2342,1149,3714,2635,1678,3370,2835,2894,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1035,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),690,501,305,839,545,334,65,340,52,14,12,149,48,36,2,142,84,62,15,191,125,101,33,119,83,68,126,25,5,
销售费用(万元),12497,9294,4291,10494,5328,1475,1095,3584,2474,357,118,1650,947,377,296,1884,1237,646,450,1146,689,450,295,634,394,201,547,535,1146,
管理费用(万元),5597,3994,1927,7245,4724,3387,1770,14002,6199,4424,1971,5536,2972,2778,797,3394,2395,1391,603,2859,1988,1230,639,1899,1004,627,1691,947,924,
财务费用(万元),1652,768,276,1985,1596,1113,487,1407,1479,945,500,1456,901,614,227,-463,-442,-371,-183,-785,-593,-422,-254,-628,-283,-49,-154,-25,26,
资产减值损失(万元),8,3,-0,519,-15,-15,--,27755,18000,0,--,92,12,12,--,2,3,3,--,-2,9,9,--,-15,-13,-12,-23,-48,-52,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),156,86,22,5354,157,-46,-45,659,332,359,262,1742,1671,1274,331,1398,853,616,306,1240,927,351,59,89,--,--,--,136,--,
对联营企业和合营企业的投资收益(万元),--,--,--,477,156,-47,-45,652,325,353,255,1233,1187,790,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-4821,-2747,-686,87,-1287,-1816,-927,-38908,-22673,-2746,-1459,5742,3881,2278,544,6966,4325,3053,692,7515,4841,3510,812,7333,5081,3690,7794,7155,3875,
营业外收入(万元),51,50,47,282,95,6,54,582,316,247,57,537,309,209,47,292,154,107,38,388,348,113,26,691,394,92,319,118,125,
营业外支出(万元),33,10,0,61,27,15,1,182,148,75,20,51,39,22,20,347,18,6,6,40,23,11,5,28,16,8,111,57,410,
非流动资产处置损失(万元),--,--,--,--,1,1,1,21,17,0,0,21,21,21,20,11,4,0,0,2,0,0,0,0,0,0,44,0,377,
利润总额(万元),-4803,-2708,-640,308,-1219,-1824,-875,-38508,-22505,-2574,-1422,6228,4151,2464,571,6911,4461,3155,724,7863,5166,3612,833,7995,5459,3774,8002,7216,3589,
所得税费用(万元),--,--,--,175,--,--,--,333,-209,-595,-294,960,423,234,84,1018,669,475,109,1186,779,544,126,1195,822,568,960,793,379,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-4803,-2708,-640,133,-1219,-1824,-875,-38841,-22297,-1979,-1128,5268,3728,2230,487,5893,3792,2680,615,6677,4388,3068,707,6800,4637,3207,7041,6423,3211,
归属于母公司所有者的净利润(万元),-3245,-1881,-344,631,-962,-1754,-875,-38841,-22297,-1979,-1128,5268,3728,2230,487,5893,3792,2680,615,6677,4388,3068,707,6800,4637,3207,7041,6423,3211,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1558,-827,-296,-499,-257,-70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.08,-0.05,-0.01,0.02,-0.02,-0.04,-0.02,-0.96,-0.55,-0.05,-0.03,0.13,0.09,0.05,0.01,0.22,0.14,0.1,0.03,0.37,0.24,0.17,0.06,0.68,0.5,0.36,0.78,0.71,--,
稀释每股收益,-0.08,-0.05,-0.01,0.02,-0.02,-0.04,-0.02,-0.96,-0.55,-0.05,-0.03,0.13,0.09,0.05,0.01,0.22,0.14,0.1,0.03,0.37,0.24,0.17,0.06,0.68,0.5,0.36,0.78,0.71,--,
