报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),44070,32323,11294,60845,11912,1829,436,6717,14463,7164,4106,6972,6940,2994,1668,8486,5697,4458,1374,8366,6364,4615,2062,9915,7247,5438,3252,11639,7852,4576,2114,7187,5438,3525,1799,8317,6681,4658,2564,13786,13551,9923,5170,21906,16243,11436,6384,
营业收入(万元),44070,32323,11294,60845,11912,1829,436,6717,14463,7164,4106,6972,6940,2994,1668,8486,5697,4458,1374,8366,6364,4615,2062,9915,7247,5438,3252,11639,7852,4576,2114,7187,5438,3525,1799,8317,6681,4658,2564,13786,13551,9923,5170,21906,16243,11436,6384,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
营业总成本(万元),41074,29917,10622,56594,12591,3211,929,9192,13630,6730,3655,10929,11255,5363,2741,13813,8520,6100,2045,13683,7485,5474,2502,12999,9697,6891,3876,15708,9099,5136,2660,9591,6995,4802,2412,13688,10200,6870,3624,23235,17869,12917,6419,41892,20385,13543,7742,
营业成本(万元),37508,27182,9516,52793,10099,1566,336,5330,11562,5536,3038,6696,6778,3100,1696,8688,5514,4160,1132,8073,5679,4260,1860,9062,7179,5284,3011,10566,7030,3913,1778,6232,4841,3089,1475,7332,6178,4248,2377,12898,12554,9088,4769,21364,14944,10263,5728,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,
