报告日期,2017-09-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),134033,238971,195174,59837,209297,210159,192448,
营业收入(万元),134033,238971,195174,59837,209297,210159,192448,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),126964,208784,171558,52066,187233,187604,170011,
营业成本(万元),82650,131725,111504,35672,119944,124193,113939,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),1016,2311,1565,347,1882,1515,1500,
销售费用(万元),36040,67563,52030,13028,58349,51611,50123,
管理费用(万元),6829,8455,8171,3566,8326,11680,4620,
财务费用(万元),67,-1320,-1968,-526,-1267,-1542,-243,
资产减值损失(万元),362,50,256,-21,1,148,71,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),290,133,380,302,408,333,508,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),7458,30320,23996,8073,22472,22889,22946,
营业外收入(万元),3084,2473,3254,1683,2354,1673,314,
营业外支出(万元),22,60,215,204,425,192,348,
非流动资产处置损失(万元),17,46,13,13,10,34,4,
利润总额(万元),10521,32733,27036,9552,24401,24370,22911,
所得税费用(万元),2338,6123,6693,2446,5874,5954,5893,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),8183,26610,20342,7106,18527,18416,17018,
归属于母公司所有者的净利润(万元),8183,26610,20395,7106,18527,18416,17018,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,-53,--,--,--,--,
基本每股收益,0.23,0.74,0.57,0.2,0.51,0.51,--,
稀释每股收益,0.23,0.74,0.57,0.2,0.51,0.51,--,
