报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
营业总收入(万元),13057,55963,39364,25133,11274,47224,36356,23164,11070,41384,31278,19179,8535,36848,27093,17285,6483,37617,26144,15386,5500,20882,10470,7123,3033,14335,9639,6416,2675,15021,11284,7490,3057,13146,2023,9117,8215,
营业收入(万元),13057,55963,39364,25133,11274,47224,36356,23164,11070,41384,31278,19179,8535,36848,27093,17285,6483,37617,26144,15386,5500,20882,10470,7123,3033,14335,9639,6416,2675,15021,11284,7490,3057,13146,2023,9117,8215,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),12137,57433,41853,28857,9921,39730,30099,19296,9042,36241,26687,16187,7053,32278,22666,14573,5660,30020,20568,11842,4489,18001,9436,6058,2363,11954,8065,5613,2425,11287,8302,5369,2280,9371,1499,6212,6243,
营业成本(万元),8852,36965,25669,16215,6826,28526,21930,14045,6681,23304,17641,10722,4824,21594,16096,10521,4098,21849,15337,8862,3094,10989,5082,3418,1495,6790,4666,3161,1320,7519,5589,3772,1571,6189,848,3958,3953,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1147,5083,3914,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),250,1159,758,494,218,1089,834,582,--,1304,919,556,263,1105,740,443,123,215,128,74,19,87,21,21,10,64,40,28,10,66,50,35,13,6,0,2,2,
销售费用(万元),839,3723,2610,1726,734,3089,2211,1430,729,2950,2077,1410,603,2719,1739,1103,478,2576,1552,885,406,1142,538,345,139,673,505,340,132,669,486,315,146,619,141,478,512,
管理费用(万元),930,4643,3049,4481,2271,7247,5123,3275,1592,7308,4868,3232,1361,5994,3811,2405,1175,5348,3749,2401,1168,6191,4267,2656,883,5115,3496,2346,1105,3021,2126,1201,540,2428,508,1669,1677,
财务费用(万元),14,-399,-309,-173,-52,-186,-153,-102,-35,84,98,166,111,24,-36,-51,-43,-305,-250,-194,-99,-653,-529,-414,-145,-775,-688,-306,-182,-53,-8,9,9,72,19,68,107,
资产减值损失(万元),--,6260,6162,6112,-75,-34,154,66,-206,1290,1085,101,-109,842,315,150,-171,337,51,-187,-98,245,57,32,-19,87,47,45,41,64,60,38,0,57,-18,37,-9,
公允价值变动收益(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
投资收益(万元),-158,-77,281,161,-181,-464,-464,-225,-157,153,11,147,221,-89,49,87,-0,28,45,42,25,103,66,35,--,--,--,--,--,--,--,--,0,--,0,--,4,
对联营企业和合营企业的投资收益(万元),-158,-77,281,161,-181,-513,-509,-263,-157,-340,-281,-144,-70,-89,49,87,-0,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),819,578,-204,-2135,1893,8373,6739,4072,1872,5296,4602,3140,1703,4481,4475,2799,823,7624,5621,3586,1037,2983,1100,1100,670,2381,1574,803,250,3733,2982,2121,776,3774,524,2906,1976,
营业外收入(万元),0,3,--,16,17,20,75,8,237,719,318,217,85,469,43,33,14,311,115,43,15,2091,1494,932,166,2028,1557,1220,601,704,129,2,0,294,8,7,19,
营业外支出(万元),10,307,96,94,4,26,24,2,2,52,0,0,1,101,101,51,--,7,9,11,6,16,16,16,1,9,2,1,0,2,1,--,0,2,0,2,3,
非流动资产处置损失(万元),--,--,--,--,--,--,2,2,2,14,--,--,1,0,0,--,--,--,3,6,0,2,2,2,0,7,2,1,0,2,1,--,0,2,0,2,1,
利润总额(万元),810,274,-299,-2213,1906,8367,6790,4079,2107,5964,4920,3356,1788,4850,4418,2782,836,7929,5727,3617,1046,5058,2578,2015,835,4401,3129,2022,851,4436,3110,2123,776,4065,532,2910,1992,
所得税费用(万元),184,-340,32,-297,329,1195,1115,651,327,631,754,512,189,705,712,447,143,1182,946,563,174,641,386,308,129,422,378,245,101,533,391,269,97,473,57,-10,8,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),626,614,-331,-1916,1576,7172,5675,3428,1780,5333,4167,2844,1599,4144,3706,2335,693,6747,4781,3055,872,4416,2192,1707,707,3978,2751,1777,750,3903,2720,1854,679,3592,475,2920,1984,
归属于母公司所有者的净利润(万元),631,666,-255,-1876,1594,7241,5723,3470,1803,5440,4228,2886,1617,4233,3785,2386,718,6821,4813,3063,872,4416,2192,1707,707,3978,2751,1777,750,3903,2720,1854,679,3591,475,2904,1957,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-12,--,--,--,--,--,583,--,--,--,8,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-5,-52,-76,-40,-18,-69,-48,-42,-23,-107,-61,-42,-18,-88,-79,-51,-24,-75,-32,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,1,-0,16,27,
基本每股收益,0.03,0.03,-0.01,-0.1,0.08,0.37,0.3,0.18,0.09,0.28,0.22,0.15,0.09,0.28,0.27,0.21,0.06,0.6,0.42,0.27,0.08,0.48,0.26,0.2,0.08,0.47,0.32,0.21,0.09,0.52,0.38,0.29,0.11,0.56,0.07,0.46,0.31,
稀释每股收益,0.03,0.03,-0.01,-0.1,0.08,0.37,0.3,0.18,0.09,0.28,0.22,0.15,0.09,0.28,0.27,0.21,0.06,0.6,0.42,0.27,0.08,0.48,0.26,0.2,0.08,0.47,0.32,0.21,0.09,0.52,0.38,0.29,0.11,0.56,0.07,0.46,0.31,
