报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),306250,133965,56125,990379,559414,382764,34926,760841,458437,396059,62585,744900,320622,218872,50364,675984,429088,382356,52058,472939,214877,161236,87687,307954,185701,121883,47399,261475,174987,112468,47966,177891,113871,68303,39399,115979,81880,48503,30198,225603,73173,7556,5371,20310,14290,9159,3606,17621,13076,7467,3260,
营业收入(万元),306250,133965,56125,990379,559414,382764,34926,760841,458437,396059,62585,744900,320622,218872,50364,675984,429088,382356,52058,472939,214877,161236,87687,307954,185701,121883,47399,261475,174987,112468,47966,177891,113871,68303,39399,115979,81880,48503,30198,225603,73173,7556,5371,20310,14290,9159,3606,17621,13076,7467,3260,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),265120,132310,55336,832939,484533,337264,34846,690836,412261,360020,54219,647389,281448,198946,47232,584570,388249,349012,42658,357627,171073,129217,68293,226734,133119,88308,32833,184634,125752,79097,32714,124575,82937,50609,27588,86720,62466,37643,20238,179328,66037,7458,5348,19935,14252,9253,3689,17509,13121,7458,3297,
营业成本(万元),210906,98881,40033,712825,430742,297914,25528,616577,370736,326887,42464,571031,240302,167970,38147,513326,337392,307311,30488,288982,125958,93311,52353,148423,85808,54097,20579,128738,89722,56501,24493,84655,58413,31169,18737,55925,40122,23963,14197,139613,50865,6711,4956,18679,13133,8420,3338,16100,11991,6799,2963,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),16232,9012,3439,69873,22854,18372,535,44163,20936,19466,4119,48879,21958,15624,3959,47034,30931,27416,5554,51108,27912,22087,11201,53724,32545,23767,8923,38660,24737,13671,4693,25540,13194,9614,4877,14729,10647,5574,3279,24104,4154,68,27,152,117,82,33,118,87,54,25,
销售费用(万元),20968,13561,7543,19724,15364,10415,4464,21634,13842,9030,4760,16111,11124,7503,3374,13885,10935,7141,4190,10770,8199,5756,2741,9749,6749,3907,1616,6932,5184,3701,2189,6538,5411,4738,2307,4009,2190,1101,575,4196,2869,104,41,272,189,126,61,212,184,113,50,
管理费用(万元),18247,12881,6270,24877,16032,10272,4402,10470,8275,5643,2912,10735,8699,7899,1867,10923,9219,7337,2383,10864,8506,7733,1990,9381,7184,5996,1908,8250,5898,5163,1553,7666,6108,4936,1371,8647,7629,5987,1579,8229,6958,577,307,684,690,522,242,1034,799,414,239,
财务费用(万元),-1051,-1897,-1949,5594,-90,643,241,-901,-199,35,-36,-563,-634,-50,-116,824,429,164,43,953,644,468,9,608,845,553,-180,-23,244,95,-214,1644,1571,603,296,1994,1879,1018,608,2814,1193,-2,17,67,57,38,15,68,59,37,19,
资产减值损失(万元),-182,-128,--,45,-368,-351,-325,-1107,-1328,-1041,--,1196,--,--,--,-1423,-656,-356,-0,-5050,-147,-138,--,4849,-12,-12,-12,2077,-34,-34,--,-1468,-1759,-451,--,1416,--,0,--,372,-2,--,--,81,65,65,0,-22,--,41,--,
公允价值变动收益(万元),--,--,--,10,10,10,13,14,13,1,-6,11,-1,15,4,-1,-3,1,-2,8,-6,-3,10,-7,-3,-9,6,-33,-32,-2,0,6,-4,-19,-1,44,33,17,-9,-96,-136,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),6800,7281,811,2563,9125,7553,9947,36591,198,-292,-945,13200,1692,-306,746,1441,991,935,40,1162,421,383,89,443,178,178,16,502,363,363,110,6972,6653,6653,1231,17086,11624,9815,-9,8306,8711,--,--,--,--,--,0,--,--,--,--,
对联营企业和合营企业的投资收益(万元),5622,6403,-67,-9018,-1811,-2696,52,415,-569,-936,-946,153,89,25,-64,--,106,80,40,724,219,219,68,319,26,26,16,1059,230,230,110,3116,2798,2798,1231,4888,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
