报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),83583,359947,254382,158307,58541,276757,170420,103255,40418,233094,152291,87090,26874,96458,62572,31363,12574,83262,59681,39139,11837,49828,37449,20994,7831,42515,30420,44619,31778,33907,21436,16889,
营业收入(万元),83583,359947,254382,158307,58541,276757,170420,103255,40418,233094,152291,87090,26874,96458,62572,31363,12574,83262,59681,39139,11837,49828,37449,20994,7831,42515,30420,44619,31778,33907,21436,16889,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),78462,547868,231930,143800,53461,231609,144856,89554,37685,207607,131993,77067,25134,92896,58935,31263,12735,81785,57494,37815,11470,44891,33532,18917,7061,36436,26110,39466,28171,30186,19813,16416,
营业成本(万元),69429,301206,210380,130300,47826,210210,132123,82185,33465,181766,117512,67920,22613,81774,52927,28158,11477,74294,52867,34971,10738,41171,31289,17751,6501,34189,24695,37917,27101,28905,18646,15867,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),551,2780,2302,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),449,1671,1180,716,404,1582,1479,1007,259,2336,1171,635,175,582,386,81,16,321,194,137,21,336,162,99,29,221,120,139,84,63,37,15,
销售费用(万元),5101,16095,9709,6185,2762,11682,7994,5366,2654,10122,6339,2354,969,3946,2129,922,401,2752,1747,1023,300,1513,952,540,259,918,582,728,496,685,563,340,
管理费用(万元),2356,13582,6372,5182,2459,11365,5644,3606,1639,8454,5206,4712,1212,5529,3217,1437,671,2748,1676,1013,389,1617,1109,564,267,857,558,661,467,451,496,179,
财务费用(万元),443,1106,759,581,390,-747,-939,-863,-35,241,-66,-36,206,1158,400,467,261,854,622,312,76,61,-16,-24,-9,-109,-26,37,35,65,-1,-2,
资产减值损失(万元),133,211427,1228,836,-381,-2483,-1444,-1748,-297,4689,1831,1481,-40,-94,-125,197,-91,815,388,359,-54,194,35,-13,15,360,182,-17,-13,17,73,16,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,2,
投资收益(万元),--,202,--,--,--,--,--,--,--,1411,--,--,--,133,60,100,100,0,4,4,--,5,--,--,--,--,--,--,--,1,11,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5161,-187450,22371,14428,4992,44778,25563,13701,2733,26898,20297,10023,1740,3695,3697,201,-61,1477,2191,1328,367,4942,3917,2077,770,6079,4311,5153,3608,3721,1632,475,
营业外收入(万元),317,2070,2248,1015,192,2141,1892,1760,555,1830,1658,1439,222,743,604,224,127,395,133,60,36,2005,313,270,104,205,2,701,256,8,--,--,
