报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31,
营业总收入(万元),15678,180878,97600,77020,19598,103672,68413,46873,15171,60292,14765,9945,4792,30062,22204,14157,6335,36642,27209,16622,7393,30657,23703,14858,7319,36132,27342,18611,7660,31562,22297,14287,6631,39649,30306,18963,8551,31286,23498,16353,25728,18710,18487,14654,
营业收入(万元),15678,180878,97600,77020,19598,103672,68413,46873,15171,60292,14765,9945,4792,30062,22204,14157,6335,36642,27209,16622,7393,30657,23703,14858,7319,36132,27342,18611,7660,31562,22297,14287,6631,39649,30306,18963,8551,31286,23498,16353,25728,18710,18487,14654,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
营业总成本(万元),13697,144987,81457,66170,15682,77619,53015,37259,12236,37029,15414,10109,4729,29354,21789,13870,6271,35321,26181,15959,7220,30034,22636,14100,7063,33840,25282,17198,7153,29553,20282,13153,6007,33108,24762,15718,7318,25667,18478,12623,20211,14680,14178,10440,
营业成本(万元),6820,115237,57823,49226,9008,53972,36453,26236,7129,21410,10442,6903,3089,20554,15653,10045,4516,26106,19504,11932,5405,21183,16179,10109,5012,24804,18812,12929,5314,20771,14538,9329,4363,25690,19705,12655,5769,19761,14401,9820,14956,11001,10800,8271,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
营业税金及附加(万元),277,1529,908,570,202,1227,584,334,160,686,166,112,69,273,176,125,72,326,228,135,35,254,192,143,103,68,54,45,31,138,59,30,24,232,156,88,35,234,182,151,216,141,125,89,
销售费用(万元),2825,11865,7903,5389,2932,9903,6742,4159,2390,8002,2094,1310,640,3880,2705,1790,821,4133,3001,1844,807,3969,2900,1786,882,4399,3148,2029,907,4114,2733,1692,839,4031,2885,1680,823,2928,1791,1122,2384,1763,1523,995,
管理费用(万元),2624,11861,8614,5650,3143,10859,7517,4826,2118,6344,2806,1891,994,4535,3358,2001,893,4279,3384,2000,950,4315,3192,1997,1021,4414,3256,2277,1016,4410,3187,1982,819,3557,2692,1754,847,2622,1841,1349,2508,1741,1667,938,
财务费用(万元),678,1662,951,250,6,-911,-469,-260,-70,89,-183,-140,-60,-295,-294,-177,-91,-288,-208,-123,-57,-172,-96,-34,-32,-147,-155,-197,-168,-261,-375,69,-85,-773,-828,-499,-156,27,247,165,241,150,-34,21,
资产减值损失(万元),473,2834,5259,5086,391,2569,2189,1964,508,497,88,34,-4,407,191,87,61,765,272,172,80,486,270,101,77,302,167,115,54,382,140,51,48,372,151,40,1,94,17,17,-94,-116,98,126,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
投资收益(万元),--,12,12,12,12,274,250,229,65,--,185,129,65,125,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,33,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
营业利润(万元),2133,36716,16155,10863,3929,26326,15648,9843,3001,23263,-464,-35,128,833,414,287,64,1321,1028,663,173,624,1067,757,256,2292,2060,1414,507,2009,2015,1134,623,6541,5544,3245,1233,5620,5020,3731,5517,4030,4342,4215,
营业外收入(万元),980,938,1531,1097,362,1819,1312,1105,618,698,527,367,190,1338,855,474,233,824,610,405,199,1582,1128,694,425,890,651,439,158,1220,813,600,209,815,443,272,136,944,122,97,80,65,74,220,
营业外支出(万元),20,56,124,99,22,81,78,75,64,22,74,61,10,8,8,2,0,29,10,7,6,0,0,0,--,42,13,13,10,32,28,10,--,20,2,1,1,36,38,33,21,15,10,0,
非流动资产处置损失(万元),--,--,10,10,--,20,--,0,52,0,11,10,10,2,1,1,0,4,3,1,1,0,0,0,--,10,1,1,0,10,9,--,--,18,--,--,--,12,8,8,12,8,1,--,
利润总额(万元),3094,37598,17563,11860,4269,28065,16882,10873,3556,23939,-12,271,308,2162,1261,758,297,2116,1628,1061,366,2205,2195,1451,681,3141,2698,1839,654,3196,2800,1725,832,7337,5985,3515,1368,6528,5104,3795,5577,4080,4406,4435,
所得税费用(万元),316,7077,2932,2055,1032,4643,2699,1734,646,3624,-3,41,44,325,189,114,45,261,244,159,55,299,330,172,97,459,370,241,98,635,500,338,125,1130,1069,658,191,888,810,678,292,686,638,318,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,--,
净利润(万元),2778,30522,14631,9805,3237,23421,14184,9139,2909,20315,-9,229,264,1838,1072,644,253,1855,1383,902,311,1906,1865,1279,583,2681,2328,1598,556,2561,2301,1386,707,6207,4916,2858,1177,5640,4294,3118,5285,3394,3768,4116,
