报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,
营业总收入(万元),4174,20289,12724,8287,3526,17610,10996,6946,2903,16252,10293,6167,2768,14088,5121,11772,4395,10453,4198,10074,3572,
营业收入(万元),4174,20289,12724,8287,3526,17610,10996,6946,2903,16252,10293,6167,2768,14088,5121,11772,4395,10453,4198,10074,3572,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),3347,15055,9406,6089,2703,13419,8632,5541,2441,12408,8010,4982,2384,10869,4432,9009,3603,8184,3531,7454,2711,
营业成本(万元),1283,5472,3339,2270,980,5263,3139,1999,781,4758,2918,1795,819,3905,1365,3172,1247,3035,1146,2580,883,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),154,362,289,216,117,246,140,93,23,204,121,73,34,180,59,171,57,164,54,122,46,
销售费用(万元),931,5019,2958,1896,888,4445,2684,1859,884,4102,2414,1623,737,3544,1575,3176,1296,2848,1335,2663,915,
管理费用(万元),1017,3939,2588,1602,810,3676,2813,1707,849,3456,2489,1465,743,2841,1279,2112,858,1796,825,1865,821,
财务费用(万元),-122,167,105,7,-92,-407,-197,-167,-95,-150,62,57,51,252,112,257,113,214,111,148,27,
资产减值损失(万元),84,96,127,98,--,196,53,51,--,37,6,-30,--,148,42,120,33,128,61,76,18,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1022,6292,3892,2405,823,4191,2364,1404,461,3844,2284,1185,384,3219,689,2763,791,2269,667,2621,862,
营业外收入(万元),20,261,282,46,10,920,508,311,136,1112,483,316,77,827,411,807,262,586,237,46,25,
营业外支出(万元),0,106,102,98,84,1,89,84,1,5,9,7,5,21,16,6,5,1,--,0,--,
非流动资产处置损失(万元),--,--,2,1,0,1,1,1,--,4,0,0,--,12,11,1,0,1,--,0,--,
利润总额(万元),1042,6448,4072,2354,749,5109,2784,1631,596,4951,2758,1494,456,4025,1084,3564,1048,2854,905,2667,887,
所得税费用(万元),161,1147,757,509,139,701,399,282,119,685,573,273,43,541,180,455,205,401,134,386,95,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),880,5301,3315,1845,610,4408,2385,1349,477,4267,2185,1222,413,3484,904,3109,844,2453,771,2281,792,
归属于母公司所有者的净利润(万元),880,5301,3315,1845,610,4408,2385,1349,477,4267,2185,1222,413,3484,904,3109,844,2453,771,2281,792,
被合并方在合并前实现净利润(万元),--,500,--,378,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.05,0.32,0.2,0.11,0.04,0.27,0.14,0.08,0.06,0.55,0.27,0.36,0.14,1.14,0.3,1.02,0.28,0.8,0.25,0.75,0.26,
稀释每股收益,0.05,0.32,0.2,0.11,0.04,0.27,0.14,0.08,0.06,0.55,0.27,0.36,--,1.14,0.3,1.02,0.28,0.8,0.25,0.75,0.26,
