报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),31084,135895,99190,63582,23171,95371,66986,43780,16206,89060,65380,41064,16213,88428,89594,91899,78542,57008,47714,39288,
营业收入(万元),31084,135895,99190,63582,23171,95371,66986,43780,16206,89060,65380,41064,16213,88428,89594,91899,78542,57008,47714,39288,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),29703,121843,87723,55699,21560,81747,56602,37064,14528,77441,56983,35326,14699,74635,75037,78492,64816,46122,38121,35150,
营业成本(万元),22376,85528,62516,39949,15198,55568,39259,25134,9889,55439,42564,26454,10349,52449,53386,58347,47330,31105,23961,26081,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),349,1646,1101,725,224,1147,674,491,188,987,721,476,145,1163,881,743,605,532,484,296,
销售费用(万元),2648,15852,11473,7178,2781,13777,8779,5817,1892,10706,6863,4010,1783,10346,9984,9712,9080,7265,6119,4022,
管理费用(万元),3441,17061,11679,7109,3085,10681,7197,5141,2237,8786,5632,3530,1968,8669,9187,7401,6650,6301,5934,3435,
财务费用(万元),737,1042,750,427,104,235,236,185,158,1029,840,539,332,1353,1503,1746,1140,1086,1003,1004,
资产减值损失(万元),151,714,204,310,168,338,456,297,164,495,362,318,122,654,96,543,11,-168,620,312,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),352,2685,2134,1901,793,691,618,371,136,896,644,407,128,750,700,829,681,545,416,478,
对联营企业和合营企业的投资收益(万元),136,695,539,381,133,623,425,249,130,892,640,403,127,750,611,633,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1861,17381,13601,9784,2403,14316,11002,7086,1814,12516,9041,6145,1642,14543,15256,14236,14407,11430,10009,4616,
营业外收入(万元),73,219,718,581,192,996,805,666,324,770,417,300,90,475,487,361,339,956,2006,1624,
营业外支出(万元),10,167,192,140,47,212,168,112,33,55,34,33,18,83,37,149,360,76,122,21,
非流动资产处置损失(万元),--,--,134,124,32,32,11,7,2,20,14,13,7,23,2,90,--,--,--,--,
利润总额(万元),1924,17433,14127,10225,2548,15100,11639,7641,2105,13231,9424,6412,1714,14935,15706,14448,14386,12309,11894,6220,
所得税费用(万元),558,3613,2829,2006,618,2746,2187,1466,402,2290,1647,984,389,2988,2522,2960,2139,1905,1814,779,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1366,13820,11298,8219,1929,12354,9451,6175,1703,10941,7777,5428,1325,11948,13185,11488,12247,10405,10079,5441,
归属于母公司所有者的净利润(万元),1023,11501,9611,7149,1864,10878,8447,5615,1601,9759,6860,4774,1081,10715,12161,10535,10600,9403,9530,5216,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),343,2319,1687,1070,66,1476,1004,560,102,1182,917,654,244,1232,1023,953,1646,1001,549,226,
基本每股收益,0.05,0.55,0.46,0.34,0.22,1.3,1.01,0.67,0.19,1.56,1.1,0.76,0.17,1.71,1.94,1.68,1.69,1.5,1.52,0.83,
稀释每股收益,0.05,0.55,0.46,0.34,0.22,1.3,1.01,0.67,0.19,1.56,1.1,0.76,0.17,1.71,1.94,1.68,1.69,1.5,1.52,0.83,
