报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),58414,38788,17497,84968,58318,41187,15446,82699,52818,35287,12368,60419,42337,28598,11954,64552,41948,26333,13116,52348,37567,22252,12118,40764,26704,16649,7413,30166,17326,9402,3865,21025,14028,9344,3655,17998,12586,8366,14126,9372,12641,12159,
营业收入(万元),58414,38788,17497,84968,58318,41187,15446,82699,52818,35287,12368,60419,42337,28598,11954,64552,41948,26333,13116,52348,37567,22252,12118,40764,26704,16649,7413,30166,17326,9402,3865,21025,13853,9344,3655,17998,12586,8366,14126,9372,12641,12159,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
营业总成本(万元),48326,30431,15106,69164,49728,34691,13549,65065,44330,29983,11220,49071,35328,23269,10815,51946,35301,23810,11899,50536,35699,21499,11595,35612,22097,13657,6264,22717,13104,6810,2753,14639,9694,6190,2635,13466,9665,6556,10764,7143,9921,9561,
营业成本(万元),17779,12075,5054,21880,14562,9780,4051,23088,15019,9782,3286,19705,13934,9590,4263,23208,15418,10741,5474,24020,17072,10210,5317,12591,7454,4230,1882,8579,5263,2896,1207,6071,3891,2602,1016,4811,3264,2311,4603,3040,3745,3628,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
研发费用(万元),3515,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),987,772,348,1508,1199,812,289,1282,444,349,92,723,765,447,334,402,323,222,120,492,375,235,149,471,363,233,88,535,359,216,109,402,250,124,74,295,199,117,233,137,213,192,
销售费用(万元),14054,9175,5344,21245,14617,9917,5202,21867,16215,11168,4071,15653,10587,7225,3488,13698,10462,6987,3654,15564,10683,6829,3641,13552,8688,5664,2638,8735,5584,2805,1272,6273,4626,2806,1200,5988,4434,2905,3966,2648,3929,4140,
管理费用(万元),11520,8250,3978,22220,17877,13108,3958,18864,12268,8251,3430,12444,10558,6433,2947,14569,8987,6005,2604,10197,7439,4154,2529,8923,5464,3472,1659,5384,2541,1134,427,2409,1214,848,394,1768,1260,800,1459,1080,1575,1318,
财务费用(万元),38,-157,129,1916,1025,958,92,-126,30,69,476,-23,-596,-477,-232,-82,119,11,91,-35,35,-9,-82,-161,5,-9,-26,-467,-427,-327,-234,-736,-501,-328,-76,372,277,192,401,279,274,206,
资产减值损失(万元),434,316,254,394,448,118,-43,90,355,363,-135,569,80,51,14,150,-8,-155,-43,298,94,80,41,236,122,67,23,-48,-217,85,-29,219,214,136,26,189,230,230,102,-41,185,78,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
投资收益(万元),490,334,52,694,682,333,206,906,603,484,220,755,-33,-23,-15,-8,-36,-20,-6,-56,33,-18,-2,-74,-49,-33,-6,-52,-56,--,--,38,38,38,--,-42,-1,-1,-1,-1,-60,0,
对联营企业和合营企业的投资收益(万元),-235,-72,--,-162,-42,-30,-13,-71,-52,-45,-15,-47,-27,-23,-15,-8,-36,-20,-6,-56,33,-18,-2,--,-49,-33,-6,-52,-56,--,--,38,38,38,--,-40,-1,0,0,-1,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
营业利润(万元),10625,8729,2452,16648,9272,6829,2103,18540,9092,5788,1368,12103,6977,5306,1123,12598,6612,2503,1211,1756,1901,735,520,5078,4559,2958,1143,7397,4166,2591,1112,6424,4372,3192,1020,4532,2922,1809,3360,2230,2660,2598,
营业外收入(万元),38,11,0,67,204,32,15,347,358,90,18,84,66,41,25,87,106,65,14,304,108,94,25,452,400,385,258,111,502,46,14,297,217,103,100,128,118,65,160,0,483,301,
营业外支出(万元),464,391,0,623,446,328,48,199,86,0,0,532,319,281,5,502,526,240,36,511,256,32,21,668,130,74,31,730,478,29,15,525,367,163,3,386,30,27,540,504,429,11,
非流动资产处置损失(万元),--,--,--,--,0,0,--,6,0,0,--,164,1,0,--,2,8,8,0,1,--,--,--,20,--,--,--,--,--,--,--,--,0,--,--,0,0,0,1,0,0,1,
利润总额(万元),10199,8349,2452,16091,9030,6533,2071,18688,9363,5878,1387,11655,6724,5065,1144,12183,6191,2328,1189,1549,1753,796,524,4862,4829,3269,1370,6777,4191,2607,1112,6196,4222,3132,1117,4275,3010,1847,2980,1726,2714,2888,
所得税费用(万元),2474,1678,766,6705,2322,1356,649,3875,2454,854,212,2149,1321,1145,387,3702,2127,888,687,1366,1140,395,256,1180,820,624,342,1529,702,391,169,1500,1079,929,198,831,534,243,429,289,509,639,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,
净利润(万元),7725,6672,1686,9386,6708,5177,1421,14813,6910,5024,1174,9506,5403,3920,757,8481,4064,1440,501,183,613,401,268,3682,4009,2645,1028,5249,3489,2216,943,4696,3143,2204,919,3444,2477,1604,2551,1438,2205,2249,
归属于母公司所有者的净利润(万元),5857,4822,1012,7187,4906,3962,848,12105,5337,4358,804,9169,4505,3585,798,8724,4248,1550,552,491,829,562,311,4114,4323,2831,1094,5249,3489,2216,943,4685,3128,2193,918,3442,2480,1604,2582,1448,2248,2261,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,
少数股东损益(万元),1868,1850,675,2200,1802,1215,573,2708,1572,666,371,337,898,335,-41,-243,-184,-110,-51,-308,-216,-161,-44,-432,-314,-186,-66,-0,--,--,--,11,14,11,1,2,-4,0,-31,-12,-43,-12,
基本每股收益,0.22,0.18,0.04,0.27,0.2,0.16,0.03,0.46,0.2,0.17,0.03,0.35,0.17,0.28,0.06,0.7,0.34,0.12,0.04,0.04,0.07,0.05,0.02,0.33,0.35,0.23,0.09,0.42,0.28,0.18,0.1,0.5,0.33,0.31,0.12,0.63,0.45,0.29,0.47,0.26,0.41,0.42,
稀释每股收益,0.22,0.18,0.04,0.27,0.2,0.16,0.03,0.46,0.2,0.17,0.03,0.35,0.17,0.28,0.06,0.66,0.34,0.12,0.04,0.04,0.07,0.05,0.02,0.33,0.35,0.23,0.09,0.42,0.28,0.18,0.1,0.5,0.33,0.31,0.12,0.63,0.45,0.29,0.47,0.26,0.41,0.42,
