报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),14308,32923,24445,12865,3884,43245,29620,17329,8099,28014,19918,12441,7088,30784,21784,13516,7862,25484,17546,10304,5963,24783,15796,9502,5248,20757,14585,9172,4988,16793,10935,6545,9577,6105,7389,6051,
营业收入(万元),14308,32923,24445,12865,3884,43245,29620,17329,8099,28014,19918,12441,7088,30784,21784,13516,7862,25484,17546,10304,5963,24783,15796,9502,5248,20757,14585,9172,4988,16793,10935,6545,9577,6105,7389,6051,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),8847,22281,14565,7975,2519,37595,27175,16356,7218,28574,20469,13385,6945,61046,26130,15898,7573,42414,23983,15381,7542,24885,17071,10695,4798,16649,12592,7992,3827,13117,9110,5581,7818,5461,6516,5263,
营业成本(万元),6061,14191,8800,4314,944,25849,17674,10738,4592,19274,14396,9277,4882,26396,19194,11500,5476,23355,16746,10796,5271,18298,12748,7986,3618,12833,9363,5897,2781,9318,6674,4121,5693,4022,4722,4166,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
