报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),129318,78563,158604,111560,75232,153143,49093,154954,129596,78426,
营业收入(万元),129318,78563,158604,111560,75232,153143,49093,154954,129596,78426,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),99243,61537,138823,97652,67155,140797,46051,137233,110113,73710,
营业成本(万元),71683,44692,105455,73872,53358,111952,32577,106682,84516,50315,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1011,583,1443,929,763,2121,568,3092,5750,4324,
销售费用(万元),1652,1094,1943,1310,696,1102,609,1441,1127,1729,
管理费用(万元),14500,9249,17261,11767,7367,15129,9094,17257,14538,11247,
财务费用(万元),1650,1280,2742,2500,1762,3003,1934,3206,1393,1077,
资产减值损失(万元),8748,4640,9979,7274,3208,7489,1268,5555,2790,5019,
公允价值变动收益(万元),0,0,1,2,2,-1,-0,0,-3,0,
投资收益(万元),-117,-57,-251,-121,-60,-110,-43,-4,--,90,
对联营企业和合营企业的投资收益(万元),-117,-57,-251,-121,-60,-110,-43,-4,--,--,
汇兑收益(万元),-1,1,0,0,0,-2,-2,-2,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),30136,17088,19532,13788,8018,12235,2997,17715,19480,4807,
营业外收入(万元),44,7,102,39,17,847,272,1120,11,11,
营业外支出(万元),45,7,32,13,9,58,1,224,31,137,
非流动资产处置损失(万元),4,1,30,11,7,44,--,209,0,21,
利润总额(万元),30134,17088,19602,13814,8026,13024,3268,18611,19460,4681,
所得税费用(万元),4671,2474,3543,2119,1258,2361,857,3530,3408,1603,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),25463,14614,16059,11696,6768,10663,2411,15081,16052,3078,
归属于母公司所有者的净利润(万元),25463,14614,16059,11696,6768,10663,2411,15081,16052,2988,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,90,
基本每股收益,2.64,1.57,1.72,1.26,0.73,1.15,0.26,1.62,1.72,0.32,
稀释每股收益,2.64,1.57,1.72,1.26,0.73,1.15,0.26,1.62,1.72,0.32,
