报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),1603726,1106953,721458,302796,1529657,1080056,659012,266230,1523959,1017731,632030,277268,1615659,1094098,711932,356871,1590428,1105465,696875,286065,1190205,841472,525168,199021,898920,566307,306882,116703,576249,383845,240742,518217,418918,374654,
营业收入(万元),1603726,1106953,721458,302796,1529657,1080056,659012,266230,1523959,1017731,632030,277268,1615659,1094098,711932,356871,1590428,1105465,696875,286065,1190205,841472,525168,199021,898920,566307,306882,116703,576249,383845,240742,518217,418918,374654,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1524946,1049327,680304,290548,1468559,1034442,628820,258966,1473981,976966,604591,269256,1582057,1060584,688518,352366,1551909,1067754,673396,281563,1171253,813850,506274,194501,845415,531658,287416,113943,538896,358048,224881,482772,389392,351235,
营业成本(万元),1307746,919440,599709,258247,1298435,925148,556058,228429,1311584,887023,556970,238248,1380053,936151,611681,313222,1351403,940023,594733,245287,997894,698315,433225,160648,721319,457499,239854,89810,440698,297140,186038,399248,327765,300049,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
