报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),63277,323835,227425,124452,53492,230802,157108,97743,38847,217599,153429,93731,32466,140232,109618,69065,29018,129073,107087,70739,27755,123156,104999,64461,26085,94179,67086,39042,15194,50853,37763,23095,46245,32890,50455,25221,
营业收入(万元),60123,316962,227425,124452,52605,226350,157108,97743,38162,214861,153429,93731,32466,140232,109618,69065,29018,129073,107087,70739,27755,123156,104999,64461,26085,94179,67086,39042,15194,50853,37763,23095,46245,32890,50455,25221,
利息收入(万元),2899,6102,--,--,885,3453,--,--,679,2115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),256,771,--,--,2,1000,--,--,6,622,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),55196,280694,195288,104002,46129,190105,123294,78255,31278,184493,128006,81324,28856,125713,97750,60872,26104,110405,89626,59191,23022,103170,87691,53540,21628,82465,58582,33301,13500,41391,30646,18775,36230,26381,43238,20501,
营业成本(万元),44365,230185,160555,85201,36406,149304,98539,62448,25098,154267,110264,69203,24352,108342,84537,52948,22441,99979,82272,54749,22193,92768,79651,47673,19074,77747,54321,31183,11765,35740,27082,16333,32735,24191,40547,19081,
利息支出(万元),1371,2327,--,--,459,2638,--,--,389,1628,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),248,677,--,--,70,873,--,--,127,575,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),295,1678,972,551,305,1692,909,683,39,1007,951,711,186,379,355,343,31,259,179,63,10,333,92,57,51,76,64,60,--,31,23,23,23,2,16,0,
