报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),13601,68720,53736,31888,14281,77968,60922,35974,15199,78601,59868,35037,14674,74275,55796,32731,14947,66717,52023,30082,11782,58958,44310,26717,10891,55529,23712,13640,5331,19045,13448,8374,4721,18319,12365,7161,3023,14612,10193,6109,2231,15434,10960,6456,2367,12884,9725,5493,2099,
营业收入(万元),13601,68720,53736,31888,14281,77968,60922,35974,15199,78601,59868,35037,14674,74275,55796,32731,14947,66717,52023,30082,11782,58958,44310,26717,10891,55529,23712,13640,5331,19045,13448,8374,4721,18319,12365,7161,3023,14612,10193,6109,2231,15434,10960,6456,2367,12884,9725,5493,2099,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),7833,41913,30507,18820,8569,46752,32534,19733,9172,48653,32702,19440,8245,46727,32074,19789,9681,43140,29745,16531,7449,35781,24895,15310,6920,34586,16035,9731,4480,16825,11504,7294,3895,12378,7244,4216,1864,8537,5505,3433,1320,7250,3920,2580,1032,5304,3196,2074,1042,
营业成本(万元),3993,20564,13999,8534,3809,19720,13887,8115,3854,19390,13119,8174,3757,18465,13158,8441,4147,15948,10808,6605,3144,13571,9593,6313,3079,13179,5248,3315,1569,4308,2941,2104,1212,2953,2134,1293,580,2745,1987,1283,537,2953,2008,1319,560,2252,1529,1010,534,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),335,1496,1174,744,411,2282,1287,1187,764,3975,2972,1758,694,3494,2598,1521,700,3137,2464,1399,539,2741,2062,1239,496,2534,1306,759,296,1009,711,459,259,974,655,375,157,767,542,327,121,825,593,346,127,690,518,294,112,
销售费用(万元),1445,6941,7048,4098,1715,10761,8217,4683,1858,11479,8907,4509,1516,11177,7174,3772,1553,9057,5661,2820,1016,7393,4780,2240,520,7469,1805,1078,377,2308,1307,979,457,2144,1271,763,314,1017,804,466,162,914,179,126,48,577,438,283,156,
管理费用(万元),2214,12453,7399,4855,2254,13181,8475,5375,2601,13780,7681,5002,2200,13234,7241,4674,2526,12035,8656,4301,1975,9698,6945,4627,2426,9533,6484,3813,1896,7936,5457,3081,1529,5192,2701,1580,692,3203,1586,1125,469,2585,1184,822,323,2146,835,537,269,
财务费用(万元),-160,418,809,515,375,736,534,248,93,1,-16,-46,83,285,1820,1301,751,2921,2066,1317,775,2377,1501,868,398,1913,1189,763,342,1244,1011,770,438,1083,481,207,122,815,549,196,32,-36,-57,-46,-26,-185,-127,-53,-30,
资产减值损失(万元),5,40,77,73,6,71,134,126,2,29,39,43,-5,72,81,80,3,41,90,90,--,2,13,23,--,-42,4,2,--,19,77,-99,--,32,2,-1,--,-11,36,36,0,9,12,12,0,-177,3,3,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,-270,766,385,177,263,159,168,32,
投资收益(万元),49,324,323,110,118,512,586,379,48,438,547,349,154,586,1851,1017,234,634,691,415,137,626,394,216,45,400,425,292,157,776,634,295,166,127,54,37,--,41,-60,0,0,1040,156,128,77,40,-125,-92,-46,
对联营企业和合营企业的投资收益(万元),49,539,323,110,118,512,586,379,48,432,547,349,154,586,478,300,234,634,691,415,137,626,394,216,45,404,425,292,--,603,--,295,--,110,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业利润(万元),5820,27143,23552,13178,5830,31729,28974,16620,6075,30386,27714,15947,6583,28135,25573,13959,5501,24212,22968,13966,4470,23803,19809,11623,4017,21343,8102,4201,1008,2996,2578,1375,992,6068,5174,2981,1158,6116,4628,2676,911,8954,7962,4389,1589,7883,6563,3495,1044,
营业外收入(万元),0,95,28,26,3,79,53,19,17,215,200,189,152,787,10,6,1,108,6,5,0,366,58,58,2,18,0,0,--,23,7,1,1,1,1,0,0,50,49,48,0,50,38,3,2,5,3,1,0,
营业外支出(万元),4,1280,55,14,6,459,158,23,1,468,117,14,10,661,119,118,11,723,445,222,200,600,388,155,93,348,121,107,4,851,19,11,6,198,36,32,5,287,53,48,10,355,113,97,1,178,141,62,4,
非流动资产处置损失(万元),--,--,7,7,3,19,1,1,1,31,12,10,10,179,1,1,--,50,0,--,0,11,10,10,1,13,--,--,--,823,3,3,--,25,25,25,5,39,--,37,10,104,85,85,0,0,0,0,0,
利润总额(万元),5816,25958,23526,13191,5827,31348,28869,16617,6091,30132,27796,16121,6725,28261,25464,13847,5491,23597,22529,13748,4270,23569,19480,11526,3925,21014,7981,4094,1004,2167,2566,1365,987,5871,5139,2949,1154,5880,4623,2677,901,8649,7887,4295,1590,7710,6425,3434,1040,
所得税费用(万元),1054,4270,3760,2236,988,5837,4493,2838,962,5274,3932,2191,1097,4227,3590,1969,914,3876,3700,2045,667,3970,3138,1888,637,3443,1320,591,45,128,265,256,145,1325,794,446,188,997,731,421,142,1494,2255,1266,470,2393,1784,946,274,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
净利润(万元),4762,21688,19766,10954,4839,25511,24376,13779,5129,24858,23864,13930,5628,24034,21874,11879,4577,19721,18829,11703,3603,19599,16343,9639,3288,17571,6661,3503,959,2039,2301,1109,842,4546,4345,2503,965,4883,3892,2256,759,7154,5632,3029,1121,5317,4641,2488,767,
归属于母公司所有者的净利润(万元),4612,20421,18364,9993,4688,22382,20941,11608,4107,19725,19379,10890,4209,18107,16259,8352,2980,14780,14069,8330,2252,13718,11499,6526,1914,11702,5860,3021,789,1009,1480,647,668,3827,3846,2223,817,4593,3742,2213,779,6678,5209,2862,1062,4724,4173,2208,652,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,16077,11360,8429,--,14869,--,--,--,--,0,--,9756,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),149,1267,1402,961,151,3129,3435,2171,1022,5133,4485,3040,1419,5927,5615,3527,1596,4940,4760,3373,1351,5881,4844,3112,1374,5869,801,482,170,1030,821,462,174,719,499,280,149,290,150,43,-20,476,422,166,59,593,468,281,115,
基本每股收益,0.08,0.37,0.33,0.18,0.11,0.53,0.5,0.27,0.1,0.47,0.46,0.26,0.15,0.66,0.59,0.31,0.12,0.69,0.66,0.39,0.14,0.84,0.7,0.4,0.12,0.71,0.39,0.2,0.07,0.09,0.13,0.06,0.07,0.39,0.39,0.22,0.1,0.46,0.38,0.22,0.08,0.67,0.52,0.29,0.11,0.48,0.42,0.22,0.07,
稀释每股收益,0.08,0.37,0.33,0.18,0.11,0.53,0.5,0.27,0.1,0.47,0.46,0.26,0.15,0.66,0.59,0.31,0.12,0.69,0.66,0.39,0.14,0.84,0.7,0.4,0.12,0.71,0.39,0.2,0.07,0.09,0.13,0.06,0.07,0.39,0.39,0.22,0.1,0.46,0.38,0.22,0.08,0.67,0.52,0.29,0.11,0.48,0.42,0.22,0.07,
