报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),625206,376341,181802,822230,617603,379699,174934,698534,520343,301683,138569,630752,482875,287313,125134,566889,409373,233819,96967,503555,--,219718,94184,492382,491643,446255,340857,
营业收入(万元),625206,376341,181802,822230,617603,379699,174934,698534,520343,301683,138569,630752,482875,287313,125134,566889,409373,233819,96967,503555,--,219718,94184,492382,491643,446255,340857,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),579108,358601,178101,779249,577105,356191,167075,645483,479213,283641,132965,595506,455598,277156,121626,542489,391476,223925,94395,482893,--,211539,91608,471829,474479,426144,323684,
营业成本(万元),501990,306565,149234,662535,493427,304080,142675,557898,411623,240282,111633,514498,397493,240388,105975,466621,337067,191082,79998,416856,--,182328,77963,412463,419859,372531,285869,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
