报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-11-30,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),147362,99526,50736,274796,185981,124102,53871,223796,151605,100077,43436,197457,144465,96074,34687,199645,149668,100900,44290,201716,143845,96674,42478,186490,135224,88582,38766,203381,146852,94445,38172,63608,46046,32663,17137,72412,179186,52892,35535,15836,59540,46635,31469,14986,55604,37068,29469,13724,58438,41295,26719,10598,
营业收入(万元),147362,99526,50736,274796,185981,124102,53871,223796,151605,100077,43436,197457,144465,96074,34687,199645,149668,100900,44290,201716,143845,96674,42478,186490,135224,88582,38766,203381,146852,94445,38172,63608,46046,32663,17137,72412,179186,52892,35535,15836,59540,46635,31469,14986,55604,37068,29469,13724,58438,41295,26719,10598,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),88954,63262,36119,248547,173426,117859,55100,214196,148452,99200,46006,208814,152447,101163,36325,180197,134677,90050,41521,185710,134246,90823,43516,187198,137229,92946,44201,172299,124677,81583,35036,60475,41178,29690,15012,62633,130179,44911,30144,14473,59694,44636,28806,13873,88253,45189,35594,15867,72091,43957,28343,11156,
营业成本(万元),77553,55167,31172,215190,150167,102118,48349,185803,129142,86052,39740,176645,129999,85988,31778,159720,119931,80322,37173,166676,121071,81639,39232,169667,125709,84789,41024,160494,116385,75881,32651,49912,35716,25207,13508,54813,118134,39603,26617,12885,46082,34942,24179,12376,53391,36230,28176,13272,52048,35607,23320,9386,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2037,1433,666,3216,2191,1499,519,2461,994,666,210,1471,1022,732,200,1788,1347,822,329,1331,1142,711,314,758,447,166,24,878,223,184,82,422,290,198,91,572,504,418,299,132,405,345,236,68,299,155,123,42,348,194,119,38,
销售费用(万元),2543,1721,1152,9849,6332,4100,1782,5007,2765,1745,833,2278,1677,1065,429,1919,1254,771,355,1604,1193,839,354,1476,1026,720,332,1480,1168,792,358,705,513,337,175,629,1097,404,253,125,706,462,413,181,3153,2782,2517,938,4571,2959,1406,338,
管理费用(万元),3981,2696,1353,8635,9124,6461,2948,11356,9079,6117,2966,18081,12035,8165,2887,10799,7337,5213,2237,11217,7648,5365,2221,8615,6042,4639,2030,7672,5463,3527,1506,5455,3979,3385,941,4651,8817,3140,2044,885,4248,2671,1711,628,3929,3913,3238,1077,5580,3427,2352,1046,
财务费用(万元),2837,2243,1767,7639,5222,3541,1445,8105,6493,4628,2278,9723,7156,4668,986,6023,4773,2923,1431,4793,3199,2080,1260,4893,3823,2498,679,1796,1351,1076,459,1567,1075,710,341,2215,1979,1797,1293,732,3727,2708,1409,697,3677,2196,1482,646,3272,1713,1046,376,
资产减值损失(万元),2,2,9,4018,388,140,56,1464,-21,-7,-21,616,558,546,46,-52,35,-1,-4,89,-7,188,134,1788,182,133,112,-21,86,123,-21,2413,-394,-146,-44,-247,-351,-451,-361,-285,4527,3508,858,-77,23805,-87,57,-107,6272,57,101,-28,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),-3598,-3316,-2668,-295,--,--,--,72,70,70,-13,-1,-18,-9,-3,8,2,10,1,6039,111,43,8,2457,400,329,-35,291,77,36,-37,343,188,18,-50,51,106,106,24,-22,3669,1783,-51,-39,79,-27,-60,-72,343,394,-66,-111,
对联营企业和合营企业的投资收益(万元),-2086,-1286,-207,-295,--,--,--,-13,70,70,-13,--,-18,-9,-3,8,2,10,1,130,111,43,8,149,90,19,-35,291,77,36,-37,173,188,18,-50,50,106,106,24,-22,-72,-23,-51,-39,84,-27,-60,-72,14,20,21,-37,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),58802,35819,13176,29280,12556,6242,-1228,9672,3224,946,-2583,-11358,-7999,-5098,-1641,19456,14994,10860,2769,22045,9710,5894,-1029,1750,-1604,-4035,-5469,31373,22253,12898,3100,3475,5056,2991,2074,9830,49114,8088,5415,1341,3515,3782,2612,1074,-32570,-8148,-6185,-2215,-13310,-2268,-1690,-668,
营业外收入(万元),79,53,67,364,3096,2104,1333,6499,5115,2654,863,2923,1702,943,113,1371,898,634,76,2355,1547,1449,1003,2363,1077,286,97,13737,10445,10245,295,2431,1883,1811,1800,13626,27921,13745,1090,721,5659,5693,3287,135,832,757,756,751,1783,1178,1080,341,
营业外支出(万元),10,5,1,150,77,50,18,346,89,52,38,2325,2297,1876,8,266,51,30,1,462,92,83,81,139,106,94,70,165,141,61,28,251,38,34,1,1066,1010,880,570,563,865,938,105,2,735,764,755,0,104,23,23,9,
非流动资产处置损失(万元),--,--,--,--,3,3,2,151,48,28,21,2205,2149,1808,--,220,11,8,--,44,38,38,--,6,--,--,--,63,--,--,--,208,--,--,--,157,164,43,44,--,163,44,43,--,240,197,197,0,61,--,--,--,
利润总额(万元),58872,35867,13241,29493,15575,8296,86,15825,8250,3549,-1758,-10760,-8594,-6032,-1536,20560,15841,11464,2844,23938,11165,7259,-107,3973,-632,-3843,-5442,44946,32557,23082,3367,5656,6900,4768,3873,22389,76025,20952,5935,1499,8309,8537,5794,1207,-32473,-8154,-6183,-1464,-11631,-1113,-633,-337,
所得税费用(万元),8267,5599,2479,4800,3027,1574,206,4996,1736,853,-97,-194,-464,-275,-158,3977,3003,2073,629,4208,2475,1589,139,-3251,-3655,-4491,-903,11869,8498,5780,899,980,899,515,869,337,11562,467,694,357,2116,2311,1150,270,-995,51,8,13,-1187,120,72,-0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),50605,30268,10762,24693,12548,6723,-120,10829,6514,2695,-1661,-10565,-8129,-5757,-1378,16583,12838,9391,2215,19730,8690,5670,-247,7224,3022,648,-4539,33077,24059,17303,2468,4676,6001,4254,3005,22053,64463,20485,5242,1142,6193,6227,4644,937,-31478,-8206,-6191,-1477,-10444,-1233,-705,-336,
归属于母公司所有者的净利润(万元),49770,29323,9812,20367,9369,5003,-403,8454,4638,1590,-1707,-11372,-8649,-6162,-1720,3294,2606,2286,157,6846,687,462,-807,851,-863,-1164,-3258,16265,12261,8991,1335,3393,5065,3747,2932,21019,41809,19643,4862,1034,5358,5493,4272,814,-31591,-8273,-6085,-1476,-10527,-1417,-808,-333,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,-283,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,2139,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),835,945,950,4327,3179,1720,283,2375,1876,1106,46,807,520,405,342,13288,10232,7105,2059,12884,8003,5209,561,6373,3885,1812,-1281,16811,11798,8312,1133,1282,937,506,73,1034,22654,842,380,108,835,734,372,123,114,67,-106,-1,83,184,104,-3,
基本每股收益,0.65,0.38,0.13,0.27,0.12,0.07,-0.01,0.11,0.06,0.02,-0.02,-0.16,-0.11,-0.08,-0.02,0.05,0.04,0.04,0,0.11,0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.05,0.26,0.2,0.15,0.02,0.11,0.16,0.12,0.09,0.66,0,0.61,0.15,0.03,0.17,0.17,0.13,0.03,-0.99,-0.26,-0.19,-0.05,-0.33,-0.04,-0.03,-0.01,
稀释每股收益,0.65,0.38,0.13,0.27,0.12,0.07,-0.01,0.11,0.06,0.02,-0.02,-0.16,-0.11,-0.08,-0.02,0.05,0.04,0.04,0,0.11,0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.05,0.26,0.2,0.15,0.02,0.11,0.16,0.12,0.09,0,0,0.61,0.15,0.03,0.17,0.17,0.13,0.03,-0.99,-0.26,-0.19,-0.05,-0.33,-0.04,-0.03,-0.01,
