报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),241180,142620,63759,320986,179424,90978,35461,210358,138614,75008,31048,172449,122809,70820,26298,108046,79464,38688,15622,105921,79990,41847,18549,78718,60433,36151,16589,80937,66205,46752,
营业收入(万元),241180,142620,63759,320986,179424,90978,35461,210358,138614,75008,31048,172449,122809,70820,26298,108046,79464,38688,15622,105921,79990,41847,18549,78718,60433,36151,16589,80937,66205,46752,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),215570,129713,59480,274306,149280,77909,31236,168512,111476,61270,24917,140497,101324,60009,22304,92518,67434,32585,13415,92456,69719,36661,16531,70677,53468,32180,15079,71159,56765,38786,
营业成本(万元),188084,113104,49555,231539,127305,64966,25780,145399,96868,52093,21251,122180,88505,52288,19412,82346,60391,29129,11682,78166,59156,31038,13760,59053,45597,27602,12891,61435,48513,32239,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),12309,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1108,498,191,1685,694,434,166,1119,500,78,-15,958,760,424,243,618,365,182,160,676,476,295,212,646,409,181,80,552,257,149,
销售费用(万元),4275,2522,1147,5216,3329,2079,1099,4236,2812,1769,696,4670,3180,1732,801,3919,2450,1313,635,4960,3591,1803,886,3596,2724,1577,747,3217,2544,1931,
管理费用(万元),11336,14343,6902,26708,15578,8915,4086,18362,12386,8222,3400,15256,11240,6569,2883,7487,5925,3653,1532,7930,5574,3286,1434,5755,4266,2787,1270,4713,4362,3790,
