报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
营业总收入(万元),52401,35183,64807,32612,62116,29117,13502,39763,20040,37552,30399,
营业收入(万元),52401,35183,64807,32612,62116,29117,13502,39763,20040,37552,30399,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),48321,32601,58217,29182,56681,27009,12482,36022,18073,33484,27991,
营业成本(万元),35099,23207,35587,19514,39055,18790,8227,22292,12061,21480,19395,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),450,351,718,302,564,286,139,491,220,564,534,
销售费用(万元),4507,3228,5344,2786,6086,2944,1557,5551,2479,4930,3564,
管理费用(万元),8044,5664,15304,6472,10734,4871,2528,7533,3214,5903,4043,
财务费用(万元),219,147,205,109,231,119,33,171,97,281,238,
资产减值损失(万元),1,4,1058,-1,11,-1,-1,-16,4,325,217,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),146,116,176,47,14,--,--,--,--,28,2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4226,2698,6767,3478,5449,2108,1020,3741,1967,4096,2410,
营业外收入(万元),352,292,312,109,105,67,8,80,25,114,19,
营业外支出(万元),130,114,229,65,195,9,7,7,1,131,3,
非流动资产处置损失(万元),67,50,169,44,168,7,7,6,--,5,1,
利润总额(万元),4447,2876,6849,3522,5359,2166,1021,3814,1991,4079,2426,
所得税费用(万元),1175,781,2124,1239,1354,552,303,943,499,1004,809,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3272,2095,4725,2283,4004,1614,718,2871,1491,3074,1617,
归属于母公司所有者的净利润(万元),3272,2095,4725,2283,4008,1614,718,2877,1499,3074,1617,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,-3,-1,-1,-6,-7,0,--,
基本每股收益,0.8,0.51,1.16,0.56,0.99,0.4,0.18,0.72,0.37,0.77,0.44,
稀释每股收益,0.8,0.51,1.16,0.56,0.99,0.4,0.18,0.72,0.37,--,--,
