报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),33517,203501,131769,80609,27708,163698,102649,65075,28775,162772,117904,74886,31016,184430,132913,84275,26920,170788,113500,97251,
营业收入(万元),33517,203501,131769,80609,27708,163698,102649,65075,28775,162772,117904,74886,31016,184430,132913,84275,26920,170788,113500,97251,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),29465,197317,127163,78245,24660,158038,99117,62159,26727,156393,113278,71134,28089,172215,125199,79305,24444,158285,105240,89465,
营业成本(万元),29209,174619,113622,70057,23486,136487,86420,54134,24273,136332,99371,63095,25881,153247,111134,70340,22485,142216,94132,80337,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),180,688,448,314,160,1888,1500,1399,942,5164,3728,2351,964,5727,4129,2648,848,5526,3797,3335,
销售费用(万元),370,1879,1149,726,368,2211,1275,857,423,2249,1327,812,354,2044,1237,740,282,1534,1006,668,
管理费用(万元),2239,10286,6636,4269,2076,8764,6030,3787,1732,6983,4866,2819,1387,6141,3956,2553,1207,4972,4249,3870,
财务费用(万元),735,2222,1301,772,349,480,173,36,-8,127,156,187,172,1025,693,419,171,788,854,651,
资产减值损失(万元),-3267,7622,4008,2107,-1779,8208,3718,1946,-635,5539,3830,1870,-670,4032,4050,2606,-550,3249,1203,602,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),93,722,329,299,208,479,339,206,194,522,409,189,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-68,283,-10,60,73,68,33,11,-3,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4174,7016,4935,2664,3256,6138,3872,3122,2242,6901,5035,3942,2927,12215,7714,4970,2476,12503,8260,7787,
营业外收入(万元),1,6,76,6,0,98,58,6,2,168,165,143,35,239,62,60,52,285,305,208,
营业外支出(万元),0,138,115,115,112,67,57,38,--,371,79,3,--,32,25,11,1,75,17,6,
非流动资产处置损失(万元),--,--,0,--,0,9,0,0,--,83,75,0,--,12,11,0,--,4,5,--,
利润总额(万元),4175,6885,4896,2555,3145,6169,3873,3090,2244,6698,5121,4082,2962,12422,7751,5019,2527,12714,8548,7989,
所得税费用(万元),664,585,802,389,499,940,595,483,382,1183,856,701,491,3215,2043,1332,645,3020,2097,2220,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3511,6299,4094,2166,2645,5229,3278,2607,1862,5515,4266,3382,2471,9207,5708,3687,1882,9694,6451,5769,
归属于母公司所有者的净利润(万元),3428,5762,3921,2100,2600,4841,3163,2539,1862,5515,4266,3382,2471,9207,5708,3687,1882,9694,6451,5769,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),83,538,173,66,46,388,115,68,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.1,0.17,0.12,0.11,0.14,0.28,0.17,0.21,0.15,0.47,0.37,0.31,0.24,1.02,0.63,0.41,0.21,1.08,0.72,0.64,
稀释每股收益,0.1,0.17,0.12,0.11,0.14,0.28,0.17,0.21,0.15,0.47,0.37,--,0.24,1.02,0.63,--,0.21,1.08,0.72,0.64,
