报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),23828,122865,84187,51251,21758,104220,73520,45798,20950,114364,84067,52000,23522,131687,91254,53089,23134,115622,81859,49658,24387,103205,70906,43348,17518,71133,49588,29891,11949,59534,48742,52155,
营业收入(万元),23828,122865,84187,51251,21758,104220,73520,45798,20950,114364,84067,52000,23522,131687,91254,53089,23134,115622,81859,49658,24387,103205,70906,43348,17518,71133,49588,29891,11949,59534,48742,52155,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),23773,118919,81819,49948,21119,102601,72401,45269,20374,112872,82659,51174,22628,127254,87585,50963,22171,110931,77620,47158,23378,99130,66879,41225,16437,65188,45586,27846,10842,53867,44696,49369,
营业成本(万元),22192,110595,76072,46445,19573,94498,66582,41197,18725,106657,77268,47582,21639,121240,83657,48654,21281,107002,75079,45654,22896,95935,64839,39871,16065,62197,42806,25809,10015,49963,41507,46639,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
