报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),540610,344078,195116,690691,503958,320852,170086,656745,479707,301141,161984,715391,330585,227581,123839,461234,354505,220946,134500,441267,316936,205101,110412,357428,244827,163540,92513,321826,218907,91148,56335,141827,98418,68145,38105,190586,139192,89830,47292,180955,133710,92514,46016,151863,109853,65605,33670,66608,29190,22296,13295,
营业收入(万元),540610,344078,195116,690691,503958,320852,170086,656745,479707,301141,161984,715391,330585,227581,123839,461234,354505,220946,134500,441267,316936,205101,110412,357428,244827,163540,92513,321826,218907,91148,56335,141827,98418,68145,38105,190586,139192,89830,47292,180955,133710,92514,46016,151863,109853,65605,33670,66608,29190,22296,13295,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,0,--,0,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,0,--,0,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,0,--,0,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),588365,365040,196588,788480,538364,336606,180058,639831,437217,271425,143786,653158,303994,202126,107745,414567,305708,190333,111166,405432,284656,190245,103057,349250,241941,164464,89173,311601,213451,94349,54967,141240,94654,64512,34711,188206,138418,90584,44909,182768,134070,90834,42159,129728,93698,54386,26292,55397,26171,18548,11130,
营业成本(万元),520273,321138,174971,684170,473700,294396,159453,531378,366988,224384,119827,540339,242452,160980,87022,324215,240600,148112,90344,311001,216499,145233,80491,269957,188600,129370,72720,249095,171385,77875,47044,114962,79428,54333,29872,151036,113504,74337,36564,142048,102304,67903,32286,100572,73362,42921,20533,44565,21061,15446,9482,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,177,0,--,--,0,--,--,0,--,--,--,0,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,0,--,--,--,0,0,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),6043,3814,1990,9077,7052,4086,1725,9114,4259,2737,1213,5553,2438,1693,661,3347,2638,1606,841,3235,2258,1173,363,2375,1451,776,217,2276,1459,523,234,1029,687,426,0,1834,693,524,346,2214,1350,1182,573,1929,1249,746,365,614,247,194,102,
销售费用(万元),--,--,--,28,29,18,9,66,51,40,24,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,54,31,17,0,179,135,77,32,166,130,71,27,110,67,16,8,72,31,17,11,
管理费用(万元),11377,7407,3747,19226,13070,8555,4300,22064,17561,11387,5842,26866,13216,8521,4483,20208,13941,8404,4118,20763,14282,9168,4677,16098,10315,6642,2503,12779,8660,4265,1652,5590,3190,2231,893,14012,9700,5948,2807,12012,8855,5536,2681,9879,6160,2491,1338,2862,1169,718,354,
