报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),463180,343358,232549,125278,437329,306502,185687,86628,350460,266973,173167,82288,243493,182275,121811,59415,168498,106155,43768,19292,69802,49378,33669,17680,64419,48194,32164,16272,49573,37203,23482,11499,37988,30086,20529,10050,40599,29246,19610,10474,47992,40829,29599,15546,76474,54792,33429,13481,34799,25877,17349,9574,
营业收入(万元),463180,343358,232549,125278,437329,306502,185687,86628,350460,266973,173167,82288,243493,182275,121811,59415,168498,106155,43768,19292,69802,49378,33669,17680,64419,48194,32164,16272,49573,37203,23482,11499,37988,30086,20529,10050,40599,29246,19610,10474,47992,40829,29599,15546,76474,54792,33429,13481,34799,25877,17349,9574,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),376297,261942,170052,87078,290314,199885,128855,61971,260577,195981,126284,65215,207379,153271,100552,48510,138703,91269,33587,15547,67268,47851,32716,17296,69288,48820,32258,15865,72299,39071,25228,12583,56470,30747,20547,9764,37689,26196,18114,10066,42666,31866,20625,9816,41602,30455,19873,10621,33427,23972,16138,8780,
营业成本(万元),259022,187878,119698,54457,187029,133185,86175,38158,173306,137746,89644,46117,145142,109277,73465,35090,101245,65612,23209,11000,50191,35937,24739,13389,49741,37665,25128,12694,38673,28324,18202,8977,28058,21412,14250,6793,27040,18793,13423,7640,27805,22844,14278,6129,27553,20253,13286,7040,22522,17392,12113,6874,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),16702,9938,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5098,4061,2884,1617,6134,3899,2537,1127,4993,2655,1566,903,1852,1491,1000,447,1347,806,328,87,482,324,211,104,360,236,127,16,244,160,104,18,125,107,60,38,361,282,212,105,510,480,402,215,1115,783,320,121,310,248,176,77,
销售费用(万元),55251,37557,23745,14072,43764,29369,20021,13269,42802,29251,20879,10787,36845,27158,16433,7742,25871,18609,1750,757,3438,2283,1407,598,2905,1834,1253,513,2595,1669,1019,444,2034,1518,1003,461,2023,1442,724,244,3658,2343,1657,1021,4314,3469,2312,1426,5379,2983,1927,989,
管理费用(万元),31078,20813,20145,10293,38302,25185,15345,7185,32552,21417,12293,6508,18807,12929,8006,4138,9444,4953,6702,2853,9201,6174,4181,1958,9341,6549,4093,1998,11077,6743,4750,2545,10066,6618,4197,2190,7155,5080,3271,1409,8640,5372,3805,1978,6224,4318,2693,1419,3784,2402,1356,556,
财务费用(万元),1490,1795,3478,6286,9066,6273,3924,1624,1912,2094,990,630,1036,423,816,849,193,-305,1167,571,3126,2650,1895,1021,2893,2156,1467,487,3373,2126,1097,513,1952,944,838,300,704,502,403,546,1310,1148,728,580,2021,1395,991,521,1250,772,504,222,
资产减值损失(万元),7657,-100,102,353,6019,1974,854,608,5011,2818,913,269,3697,1995,832,245,603,1595,431,279,830,483,285,226,4049,381,190,156,16337,48,55,85,14235,149,200,-19,407,97,80,123,743,-321,-245,-106,376,237,271,94,182,175,63,63,
公允价值变动收益(万元),802,-193,649,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-24,3159,1678,743,65,-183,-20,-19,63,13,25,33,1606,301,31,--,134,95,--,--,--,--,--,--,4548,1225,1225,-37,-286,-319,-172,-90,-207,-173,-76,--,96,96,96,2,234,135,87,52,154,116,--,29,--,-522,-346,--,
对联营企业和合营企业的投资收益(万元),-650,-427,-303,-152,-560,-408,-237,-40,-41,-88,-50,--,--,--,--,--,--,--,--,--,--,--,--,--,-71,-71,-71,-37,-386,-319,-172,-90,-164,-173,-76,--,4,96,96,2,234,135,87,--,154,--,--,--,--,--,--,--,
