报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),70680,46280,16903,96412,73671,43657,17851,69568,43158,28073,14719,77707,51594,33667,16899,67971,47118,31873,10226,40503,28100,17994,5955,41489,30039,19692,38481,17798,26322,17823,14594,
营业收入(万元),70680,46280,16903,96412,73671,43657,17851,69568,43069,28073,14640,77707,51530,33667,16899,67971,47103,31873,10226,40503,28100,17994,5955,41489,30039,19692,38481,17798,26322,17823,14594,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),59408,39225,14910,116113,61497,35200,13995,57554,36961,24308,12595,69520,48500,31933,16202,65385,43890,29607,9437,38073,25480,16396,5382,37277,26175,17084,33919,15263,23115,15822,13264,
营业成本(万元),47668,31563,11662,67521,50733,28835,11669,45796,30083,19922,10475,58516,40277,27255,13699,55872,37706,25700,7404,30971,21116,13749,4133,31828,21936,14512,29065,13127,19985,13579,11042,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),323,190,124,622,364,224,106,420,178,122,50,265,232,153,48,441,286,220,66,364,562,474,366,1050,1020,668,1280,573,728,483,421,
销售费用(万元),2002,1406,837,2794,2044,1326,682,2486,1981,1287,667,2910,2518,1529,747,2637,1491,907,549,1903,818,473,60,1610,1143,652,1470,658,1105,920,828,
管理费用(万元),5833,5448,2447,10878,7605,4627,1733,6585,4586,2986,1472,6265,4595,2400,1197,4400,3190,1928,930,2850,1770,820,499,1517,1077,670,1318,652,1034,754,782,
财务费用(万元),1274,803,237,1090,662,331,134,587,188,78,-62,1414,1253,832,399,1193,821,498,304,836,595,385,160,598,427,324,407,172,218,57,119,
资产减值损失(万元),-80,-186,-397,33207,89,-143,-329,1680,-55,-87,-7,150,-374,-235,112,841,396,355,184,1148,620,495,164,674,571,257,379,81,46,29,72,
