报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),321690,203590,120114,56189,236818,166620,101284,53802,193467,140628,85656,41133,147176,111066,65710,29807,124349,96778,52892,27844,111761,84867,50548,29247,97246,67397,43810,27407,96140,73845,46984,26490,126162,96272,61512,36792,122049,43415,20010,10431,47516,32492,19723,7874,35114,27353,17133,7608,35499,26524,17701,9033,
营业收入(万元),321690,203590,120114,56189,236818,166620,101284,53802,193467,140628,85656,41133,147176,111066,65710,29807,124349,96778,52892,27844,111761,84867,50548,29247,97246,67397,43810,27407,96140,73845,46984,26490,126162,96272,61512,36792,122049,43415,20010,10431,47516,32492,19723,7874,35114,27327,17133,7592,35499,26445,17701,9018,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
营业总成本(万元),202828,123685,72719,33986,153062,101639,57099,28847,113967,76941,44462,20184,84967,62301,34813,15514,71520,54703,26046,11802,62872,48293,24981,14903,65128,38404,20265,10189,51551,36351,20442,10173,46179,33787,20117,8395,45130,21719,11303,6388,26164,18546,10986,4665,22540,17660,11779,5751,26043,18771,12697,6964,
营业成本(万元),112660,78833,47935,21713,89003,61848,36056,18531,76351,54107,31086,14679,61894,43797,24888,10648,47435,35715,17751,7649,43856,32584,18070,12457,39013,23996,13323,6728,28625,20902,13434,6847,29411,22141,13103,6187,29284,15622,7436,3871,18943,14260,8371,3540,16231,12983,8944,4459,21768,15310,10437,5669,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
研发费用(万元),14646,8021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
营业税金及附加(万元),2807,1905,1219,511,2510,1733,1155,502,1755,720,458,234,851,595,345,155,898,676,477,236,965,676,360,168,1432,1090,714,412,1578,1273,850,473,455,263,155,56,278,181,93,47,163,99,63,19,70,31,9,1,5,3,2,1,
销售费用(万元),53783,22453,10353,5716,26770,16104,5822,3307,6844,5149,1520,432,2023,4313,1034,498,4737,4800,693,587,2572,4053,678,272,7787,5302,1414,882,6378,4727,1495,958,2126,1607,1077,139,2571,1125,849,587,708,418,196,59,2499,1695,962,599,2539,1934,1308,659,
管理费用(万元),18183,12532,13295,6314,28839,21527,13311,7074,27369,18405,12550,5816,21886,16140,9656,4804,18179,13698,8013,4035,16289,10679,7379,3089,17224,9354,5989,2668,15606,10321,5156,2165,12871,9105,5969,2143,10201,5058,3182,1901,4776,2924,1755,887,3480,2640,1646,670,1909,1401,1004,611,
财务费用(万元),56,-137,-162,-269,-743,-1082,-755,-567,-1576,-2021,-1734,-975,-4745,-2867,-1660,-591,-1971,-2213,-1625,-705,-2750,-1992,-2026,-1083,-2020,-1641,-1111,-500,-1306,-1365,-687,-247,-608,-510,-255,-130,-20,-80,-71,-18,823,762,518,159,328,139,64,14,-83,25,-78,12,
资产减值损失(万元),693,79,79,--,6682,1509,1509,-0,3224,582,582,-1,3058,323,550,--,2242,2027,736,--,1941,2292,520,--,1692,302,-64,--,669,492,194,-23,1924,1181,67,-0,2817,-186,-186,-0,751,83,83,-0,-69,155,155,0,-94,28,24,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
投资收益(万元),11484,6691,4207,2515,6982,5954,5431,4674,4345,2261,2039,2081,4627,4043,4053,2986,5535,2931,1997,1307,4916,3603,1514,429,2309,1930,1172,673,726,108,88,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
对联营企业和合营企业的投资收益(万元),2101,610,319,-138,882,1096,1412,1617,-994,-836,-654,-309,-826,-835,-518,-227,-294,-121,-27,-27,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
汇兑收益(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,
营业利润(万元),139143,88303,51538,24678,91601,70935,49616,29629,83845,65949,43232,23030,66836,52808,34951,17279,58365,45006,28843,17349,53805,40178,27081,14773,34426,30923,24717,17891,45315,37603,26630,16317,79983,62485,41396,28397,76919,21695,8707,4043,21352,13947,8737,3209,12574,9693,5354,1857,9456,7753,5004,2068,
营业外收入(万元),841,2797,2671,11,1175,1503,846,8,7026,6078,5352,89,2810,2195,1899,320,4832,4753,4531,3488,2485,902,442,37,3590,792,569,135,1559,48,32,14,2240,590,504,7,1702,1600,497,19,1217,1158,675,8,412,0,0,0,94,82,14,5,
营业外支出(万元),997,661,411,290,427,325,240,14,452,370,269,227,393,206,95,71,414,26,22,8,185,59,35,24,717,614,507,360,874,122,99,8,356,471,347,4,321,154,42,12,809,88,53,27,165,78,22,16,472,457,238,239,
