报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),191962,1000948,627052,413694,192911,950684,657781,450683,241804,6912816,4917985,3158254,1554465,7293585,5177671,3267680,1560541,7580174,5482550,3517803,1654024,7785864,5663242,3632537,1756484,7975162,5590361,3436256,1562387,7646797,5678183,3675685,1857117,8344443,6045918,3944115,1745814,2267314,319350,200862,79420,395015,299985,209958,111622,424687,318976,193060,79859,335883,259701,156038,70677,
营业收入(万元),191962,1000948,627052,413694,192911,950684,657781,450683,241804,6912816,4917985,3158254,1554465,7293585,5177671,3267680,1560541,7580174,5482550,3517803,1654024,7785864,5663242,3632537,1756484,7975162,5590361,3436256,1562387,7646797,5678183,3675685,1857117,8344443,6045918,3944115,1745814,2267314,319350,200862,79420,395015,299985,209958,111622,424687,318976,193060,79859,335883,259701,156038,70677,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
营业总成本(万元),194474,965447,631538,413467,189129,917216,627967,422107,225128,6881566,4864857,3122006,1538877,7424443,5289811,3349140,1625288,7687865,5554340,3560265,1693066,7986436,5804486,3736112,1803492,8096198,5661884,3527732,1558494,7643843,5660124,3644717,1841443,8283972,5998080,3931472,1731844,2254302,319231,200564,78815,404374,307263,214521,112862,421478,314278,188691,77660,329483,253600,150641,68735,
营业成本(万元),151991,781469,518462,341784,154703,744680,517886,352188,189947,6235483,4420749,2808413,1386550,6626579,4713564,2994377,1414264,6854757,4952651,3173405,1476506,7126875,5182787,3308955,1597656,7324987,5143706,3171374,1446876,7145764,5327406,3443487,1746036,7874602,5721017,3725303,1645367,2119930,294299,184350,71785,374211,285777,197086,104590,393560,296068,178097,73587,311306,240595,142832,64228,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,
