报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),26872,17888,8073,30128,20528,14279,6265,29398,21499,15463,6695,28985,27737,21024,14900,
营业收入(万元),26872,17888,8073,30128,20528,14279,6265,29398,21499,15463,6695,28985,27737,21024,14900,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),21835,14244,6522,23334,15432,10718,4732,22862,16537,11921,5303,22903,22436,16920,12571,
营业成本(万元),17031,11065,5056,18472,12237,8480,3830,18593,13528,9697,4232,18820,18227,13911,9905,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),156,101,43,136,57,50,39,132,76,53,13,93,90,38,13,
销售费用(万元),1439,979,365,1443,953,695,277,1304,953,675,321,1353,1286,1021,828,
管理费用(万元),3031,1953,1043,3205,2089,1379,588,2968,2119,1427,744,2609,2492,1849,1621,
财务费用(万元),107,74,14,-159,-76,-58,-3,-202,-154,-32,-30,1,132,89,69,
资产减值损失(万元),71,71,--,236,171,171,--,66,15,100,23,26,209,12,135,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),397,345,120,505,128,66,--,101,68,66,13,37,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5434,3989,1672,7299,5224,3628,1533,6637,5030,3609,1406,6119,5301,4103,2329,
营业外收入(万元),299,271,147,198,186,85,9,419,261,182,152,336,89,33,5,
营业外支出(万元),20,20,5,110,88,61,1,207,206,0,0,65,1,17,3,
非流动资产处置损失(万元),--,0,--,5,--,1,--,0,0,0,--,--,0,2,3,
利润总额(万元),5713,4240,1814,7386,5322,3653,1541,6849,5085,3790,1557,6390,5389,4119,2332,
所得税费用(万元),982,790,326,889,559,309,194,971,668,505,233,961,941,714,353,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4731,3450,1488,6497,4763,3344,1347,5878,4417,3285,1325,5429,4448,3406,1979,
归属于母公司所有者的净利润(万元),4728,3450,1487,6460,4763,3344,1347,5877,4416,3285,1324,5422,4447,3406,1979,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),2,0,1,37,-0,-0,--,2,1,1,1,7,1,--,--,
基本每股收益,0.7,0.51,0.28,1.26,0.95,0.68,0.25,1.47,1.1,0.82,0.33,1.36,1.11,0.85,0.51,
稀释每股收益,0.7,0.51,0.28,1.26,0.95,0.68,0.25,1.47,1.1,0.82,0.33,1.36,1.11,0.85,0.51,
