报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),48609,279658,164902,71884,28119,331247,235619,94491,36982,317712,235750,132354,47397,310353,226209,135686,52355,311065,218774,141499,64327,242606,185679,120967,57751,180947,131618,75036,27742,117700,89177,54027,16638,76510,47397,23282,13729,74560,49054,22839,9866,38906,14913,6832,2420,41893,20898,11275,4688,
营业收入(万元),48609,279658,164902,71884,28119,331247,235619,94491,36982,317712,235750,132354,47397,310353,226209,135686,52355,311065,218774,141499,64327,242606,185679,120967,57751,180947,131618,75036,27742,117700,89177,54027,16638,76510,47397,23282,13729,74560,49054,22839,9866,38906,14913,6832,2420,41893,20898,11275,4688,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,
营业总成本(万元),66357,350942,205740,105218,45232,434726,274736,130541,50047,414342,234845,132017,48657,311470,217449,128163,48594,291902,194908,126071,56453,218906,168882,108546,52134,169588,122475,70716,26427,113953,87100,52031,16559,73653,45025,23049,13702,71946,47737,22606,9852,37900,16301,8384,3634,47852,25264,15039,6405,
营业成本(万元),46860,251222,136733,60972,26961,292663,204400,84945,34428,279265,193806,108226,38101,257715,178993,106625,39993,244337,163919,108159,48614,181996,144930,93353,45321,142821,104199,59105,22448,93089,71520,41139,12248,59709,38204,18633,11157,62615,41480,19035,8240,33169,13462,5785,2283,39859,19723,11270,5121,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,0,
