报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),28869,91297,64710,44955,24667,80051,58028,39006,19296,70662,49638,33740,16074,63445,45559,30363,--,53111,37364,24537,11535,41942,36481,26489,17209,7807,27631,20320,13447,19336,15183,10533,
营业收入(万元),28869,91297,64710,44955,24667,80051,58028,39006,19296,70662,49638,33740,16074,63445,45559,30363,--,53111,37364,24537,11535,41942,36481,26489,17209,7807,27631,20320,13447,19336,15183,10533,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),26426,84479,60753,41408,22454,73754,53324,35972,17527,65062,45770,30963,14593,58399,41467,27491,--,48699,34275,22518,--,36751,31909,23237,15389,6879,23322,16626,10740,15567,12439,8243,
营业成本(万元),20908,67954,49381,34167,19109,60221,44467,29838,14597,54590,38419,26193,11989,49055,34665,23144,--,41083,28878,18893,--,30662,27635,20114,13007,5590,19677,13871,8761,13242,10550,7029,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
