报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),149026,91670,47725,102917,64149,42686,21319,71629,71768,35652,70842,62831,59665,
营业收入(万元),149026,91670,47725,102917,64149,42686,21319,71629,71768,35652,70842,62831,59665,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),126644,75869,38148,95217,58799,38495,18850,65770,67770,32927,67577,60135,58845,
营业成本(万元),112960,67157,34070,83669,51810,33999,16797,57402,59542,29090,60106,53429,53038,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1694,949,488,863,376,247,138,403,266,158,255,241,228,
销售费用(万元),3781,2555,1239,2897,1894,1259,600,2065,1884,904,1769,1263,1027,
管理费用(万元),7607,4734,2122,6550,4005,2498,993,4698,5109,2192,4276,3418,2770,
财务费用(万元),287,277,180,998,583,360,140,700,951,486,1161,1306,1587,
资产减值损失(万元),316,196,48,240,131,131,182,503,19,97,10,477,195,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),99,--,--,--,--,--,--,--,--,--,3,311,39,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),31058,20156,9577,7701,5349,4191,2468,5859,3998,2725,3268,3007,859,
营业外收入(万元),684,536,1441,5767,2813,1784,662,2990,1986,775,1801,1961,1176,
营业外支出(万元),132,0,--,115,17,8,10,563,176,31,177,211,217,
非流动资产处置损失(万元),121,--,--,0,--,--,--,512,117,5,93,81,112,
利润总额(万元),31610,20692,11018,13352,8145,5967,3120,8287,5807,3469,4892,4757,1818,
所得税费用(万元),3984,2619,1489,1078,954,777,289,567,290,406,260,354,76,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),27626,18073,9529,12275,7192,5190,2830,7719,5517,3063,4632,4403,1742,
归属于母公司所有者的净利润(万元),27626,18073,9529,12275,7192,5190,2830,7719,5433,2986,4531,4403,1742,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,84,78,102,--,--,
基本每股收益,2.24,1.49,0.82,1.29,0.76,0.55,0.3,0.81,0.57,0.31,0.48,0.46,0.18,
稀释每股收益,2.24,1.49,0.82,1.29,0.76,0.55,0.3,0.81,0.57,0.31,0.48,0.46,0.18,
