报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),-3,-3,0,2877,2524,1728,821,2818,2033,1347,526,2785,2294,1794,1039,4411,3541,2812,1267,11142,9169,4157,2175,4919,2238,426,227,1076,830,623,326,1428,1086,784,419,1894,1460,1055,582,1913,1391,991,552,1814,10847,8351,5478,22649,17336,9911,6086,
营业收入(万元),-3,-3,0,2877,2524,1728,821,2818,2033,1347,526,2785,2294,1794,1039,4411,3541,2812,1267,11142,9169,4157,2175,4919,2238,426,227,1076,830,623,326,1428,1086,784,419,1894,1460,1055,582,1913,1391,991,552,1814,10847,8351,5478,22649,17336,9911,6086,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,0,
营业总成本(万元),601,436,211,3731,2797,1847,864,3096,2137,1437,564,2588,2200,1648,1008,3939,3457,2668,1207,11257,9097,4135,2170,5495,2546,694,373,3069,1220,984,485,3013,1716,1195,602,-3125,3386,2261,1058,30616,3285,2347,1341,40616,15774,12024,4860,19861,15027,8710,5350,
营业成本(万元),0,0,0,2751,2281,1472,707,2374,1771,1213,450,1821,1414,1034,806,2939,2962,2347,1086,10888,9046,4093,2140,4653,2073,327,174,869,678,513,269,1182,908,654,350,1591,1234,894,494,1905,1455,1057,594,1846,7646,6020,3929,15096,10869,6247,3991,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,--,0,0,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,--,--,--,--,--,0,0,--,--,0,0,0,--,0,
