报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),25882,113398,75573,44045,19303,87722,64584,42219,19415,90435,62818,40000,14727,83814,62562,37990,14890,82575,58290,33615,10662,71532,52545,32682,12844,85504,61289,41141,77954,61413,61349,
营业收入(万元),25882,113398,75573,44045,19303,87722,64584,42219,19415,90435,62818,40000,14727,83814,62562,37990,14890,82575,58290,33615,10662,71532,52545,32682,12844,85504,61289,41141,77954,61413,61349,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),25467,119823,77610,46881,19259,86808,64068,42383,19288,89785,60692,38000,15022,82953,60238,36747,14760,78335,53081,30749,10519,65049,48044,29819,12635,76235,54533,36178,67516,53101,55507,
营业成本(万元),19865,86869,58239,34703,14600,62215,46476,31150,14426,64081,43729,28121,11461,62133,45251,26783,11089,59825,42066,24456,8315,50411,37312,23833,10109,59136,43322,28287,52300,41712,44935,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),237,1220,699,560,56,1253,319,186,83,466,345,206,66,473,362,213,71,398,228,132,63,417,298,220,77,343,205,158,182,190,164,
销售费用(万元),2046,9875,6844,4164,1737,8547,5644,3612,1466,7599,4801,2780,1265,6355,4481,2634,1050,5582,3712,2239,921,5257,3896,2348,1115,5595,3590,2382,5097,3609,3901,
管理费用(万元),3187,16806,11586,7269,2867,14631,11986,7494,3435,17469,11978,6935,2248,13528,10615,7516,2714,11456,8278,4739,1703,10794,8006,4474,1941,11018,7260,5110,9465,7005,6314,
财务费用(万元),135,41,61,2,27,-867,-613,-309,-123,-428,-270,-151,-17,-438,-461,-389,-164,-1519,-1274,-889,-483,-2136,-1626,-1213,-608,-661,-8,79,88,192,185,
资产减值损失(万元),-2,5012,182,182,-27,1029,255,249,--,598,109,109,--,902,-10,-10,--,2593,71,71,0,306,158,158,--,804,163,163,384,394,8,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),8803,739,666,363,140,729,559,441,251,690,547,362,79,955,758,630,275,145,54,--,0,55,55,0,--,--,--,--,1,4,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9219,-5602,-1371,-2473,183,1642,1074,278,379,1340,2673,2361,-216,1816,3082,1873,405,4385,5263,2867,143,6538,4557,2863,209,9269,6756,4963,10438,8316,5842,
营业外收入(万元),134,1577,626,187,124,2045,1464,1018,70,849,611,545,442,792,382,40,26,923,567,111,63,539,340,43,16,3088,1463,1423,1905,445,1043,
营业外支出(万元),1,283,8,1,0,70,1,1,1,74,22,3,0,58,78,20,20,24,8,2,1,95,83,4,4,72,--,--,1006,4,52,
非流动资产处置损失(万元),--,--,7,1,--,31,1,1,64,64,22,3,0,14,21,20,20,15,8,1,0,87,78,1,--,--,--,--,22,3,36,
利润总额(万元),9351,-4307,-753,-2287,307,3617,2537,1295,447,2115,3262,2903,226,2550,3386,1894,411,5284,5822,2976,204,6982,4814,2902,221,12284,8219,6387,11337,8758,6833,
所得税费用(万元),920,288,1035,288,81,1406,933,566,277,-66,861,418,22,344,731,508,170,511,731,370,127,722,747,441,165,1592,1185,1084,1659,1058,341,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8432,-4595,-1788,-2575,225,2211,1603,729,171,2181,2401,2485,204,2206,2655,1386,242,4774,5092,2606,77,6260,4067,2461,56,10692,7034,5302,9678,7699,6492,
归属于母公司所有者的净利润(万元),8022,-5926,-2535,-2597,154,2410,1974,1113,285,2317,2648,2373,274,1856,2370,1175,256,4380,4849,2458,158,6083,4118,2628,221,10034,6587,4962,8872,6546,5514,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,
少数股东损益(万元),410,1331,747,22,71,-199,-371,-385,-114,-136,-247,112,-71,350,285,211,-14,393,243,148,-81,177,-51,-167,-165,658,447,340,806,1153,978,
基本每股收益,0.09,-0.06,-0.03,-0.03,0,0.03,0.03,0.02,0,0.03,0.04,0.03,0.01,0.04,0.05,0.02,0.01,0.11,0.12,0.06,0,0.15,0.1,0.07,0.01,0.45,0.32,0.25,0.44,0.33,0.28,
稀释每股收益,0.09,-0.06,-0.03,-0.03,0,0.03,0.03,0.02,0,0.03,0.04,0.03,0.01,0.04,0.05,0.02,0.01,0.11,0.12,0.06,0,0.15,0.1,0.07,0.01,0.45,0.32,0.25,0.44,0.33,0.28,
